cyrillic,meaning
wих̌тен,"сено, сложенное в кучу: копна; стог, скирда"
wих̌тен-δāδӣҷ,"тот, кто копнит, складывает сено, скирдоправ"
wих̌тени,мелкий рогатый скот для убоя (откармливающийся на копнах сена)
wих̌тиц,ирга (Amelanchier)
wих̌тицзор,заросли кустарника ирги
wих̌ӯғ̌ҷ,"гребень, гребенка, расческа"
wих̌ӯғ̌ҷ,"гребень ткацкого станка, бёрдо"
wих̌ӯғ̌ҷ,ткацкий станок
wих̌ч,подставка для котла (из коры дерева)
wих̌чак,подставка для котла (из коры дерева)
wих̌чêр,локоть
wих̌чêрн,локоть
х̌ичêрн,локоть
wиӡинӣҷ,"тот, кто очищает, освобождает"
wишwол,"размешивание, помешивание; переворачивание"
wишwол,"хлопоты, заботы"
wишӣҷ,"тот, кто размешивает, перемешивает, ворошит"
wиғ̌ас,"шум, свист от стремительного полета птиц или брошенного камня"
wиғ̌аст,"шум, свист от стремительного полета птиц или брошенного камня"
wӣδ,рукоятка (местного тесла)
wиδм,мята лесная (Мentha turkestanica)
wӣδм,мята лесная (Мentha turkestanica)
wӣδн,мята лесная (Мentha turkestanica)
wӣз,"груз, ноша, поклажа; вьюк"
wӣз,"тяжесть, бремя, обуза"
wӣз-wилу̊м,"груз, поклажа; вьюки, вещи; пожитки"
wӣз-ат-wилу̊м,"груз, поклажа; вьюки, вещи; пожитки"
wӣзах̌,"куча (сена); стог, копна"
wӣз-кинӣҷ,грузчик
wӣз-тāжӣҷ,"перевозящий груз, грузовой"
wӣз-тāжӣҷ,носильщик
wӣз-тӣжд,перевозка грузов
wирн,нехолощеный (о баране)
wӣрм,нехолощеный (о баране)
wӣрн,нехолощеный (о баране)
wирни,способность барана-производителя
wӣрми,способность барана-производителя
wӣрни,способность барана-производителя
wӣс,"чучело из шкуры теленка, набитой соломой"
wӣт-wӣт,"звуки, издаваемые уларом, куропаткой и т. п."
wӣт-wӣт,"след, звук, признаки (кого-чего-л.)"
wӣх̌ак,полынь персидская (Аrtemisia persioa Вoiss)
wӣх̌ак,герань (Geranium sp.)
wобастаги,"зависимость, связанность"
wоwайло,"волнение, рыдание"
wойwилад,"волнение, тревога, смятение, душевное беспокойство"
wойwили,"волнение, тревога, смятение, душевное беспокойство"
wу̊йwилақ,"волнение, тревога, смятение, душевное беспокойство"
wу̊йwили,"волнение, тревога, смятение, душевное беспокойство"
wу̊йwилид,"волнение, тревога, смятение, душевное беспокойство"
wоймадор,эпилептик
оймадор,эпилептик
wоймā,"эпилепсия, припадки"
оймā,"эпилепсия, припадки"
wолч,борозда
wор,"пора, время"
wорис,наследник
wорисдор,"тот, кто имеет наследника"
wоситā,"средство, способ"
wоситā,причина
wоскат,безрукавка; пиджак
wох̌,трава (растение)
wох̌,трава (корм); сено; солома
wох̌,трава (о безвкусной пище)
wох̌зор,"луг, лужайка"
wох̌-нармā,мякина
wох̌-тāжӣҷ,"возчик сена, травы, соломы"
wох̌-цийӣҷ,косарь
wох̌-цоw,"сенокос, сеноуборка"
wох̌-ӡоw,"сенокос, сеноуборка"
wох̌ҷӣни,кормление скота
wох̌ҷӣц,сеновал; сенник
wочир,очередь
wоқийā,"событие; случай, происшествие; приключение"
wудадори,обязательство
удадори,обязательство
wудā,"долг, обязанность; обязательство"
удā,"долг, обязанность; обязательство"
wудā,"положение, обстоятельство"
удā,"положение, обстоятельство"
wуж-wуж,"бурля; булькая, с бульканьем"
wужа-wуж,"бурля; булькая, с бульканьем"
wужāнак,название насекомого
wужрадор,"тот, кто имеет келью, хозяин кельи"
wужрā,"келья, комнатушка; худжра"
wуҷрā,"келья, комнатушка; худжра"
уҷрā,"келья, комнатушка; худжра"
wаз,прямая форма личн. мест. 1-го л. ед. ч. я
wазик,прямая форма личн. мест. 1-го л. ед. ч. я
wуз,прямая форма личн. мест. 1-го л. ед. ч. я
wузик,прямая форма личн. мест. 1-го л. ед. ч. я
уз,прямая форма личн. мест. 1-го л. ед. ч. я
wуз-wуз,"шевеление, копошение"
wузнайеҷ,"продукты питания, съестные припасы для летовщиц"
wузна-йосӣҷ,доставщик продуктов летовщицам
wузнā,"припасы, продукты для летовщиц"
wулар,"спячка, оцепенение"
wил-wил,"шепот, говорок, невнятный голос"
wул-wул,"шепот, говорок, невнятный голос"
wулwулок,"название мелкой степной птицы, издающей звук ""вул-вул"""
wулкāн,вулкан
wилчак,"мера, мерка; измерение"
wулчак,"мера, мерка; измерение"
wилчаки,измерение
wулчаки,измерение
wулчāк,качели
wулчāк,"люлька, колыбель (из веревок)"
wулчāк-бêх̌т,качание на качелях (женская игра)
wулчāк-боз,участница игры на качелях
wулчāк-боз,"мастерица играть, качаться на качелях"
wулчāк-бози,качание на качелях (женская игра)
wулчāк-бозӣҷ,участница игры на качелях
wулҷā,"разграбление, расхищение"
wурамā,войлочная попона (с двумя нагрудниками)
wурумā,войлочная попона (с двумя нагрудниками)
урамā,войлочная попона (с двумя нагрудниками)
урумā,войлочная попона (с двумя нагрудниками)
wурзаст,"дрожь, озноб; подергивание, судорога"
wурз-wурз,"судороги, подергивание, дрожь, озноб"
wурз-о-wурз,"гвалт, гомон, шум и гам"
wирус,русский; русские
wурус,русский; русские
рӯс,русский; русские
урус,русский; русские
wут-wут,"звуки, издаваемые горной куропаточкой или уларом"
wут-wут,шепот
wух̌,"разум, рассудок; сознание, чувство; память"
ух̌,"разум, рассудок; сознание, чувство; память"
wух̌,"внимание; мысли, помыслы"
ух̌,"внимание; мысли, помыслы"
wухйоргари,разумность; сообразительность; рассудительность
wухйоргари,хитрость; лукавство
wух̌йорги,"разумность, сообразительность; рассудительность"
wух̌йори,"разумность, сообразительность; рассудительность"
wух̌йорги,бодрость духа
wух̌йори,бодрость духа
wух̌йорги,ловкость
wух̌йори,ловкость
wуц-wуц,"ковыляние, мелкие шаги"
wуценӣҷ,"тот, кто двигает, шевелит, качает"
wучот,"учет, регистрация"
учот,"учет, регистрация"
wуғ,"огромное количество, множество"
wӯвдум,семидневье (праздник на летовье на седьмой день пребывания там)
ӯвдум,семидневье (праздник на летовье на седьмой день пребывания там)
wӯрв,кипение
wӯрв-δêд,кипение; закипание
wӯрв-δêдак,кипение; закипание
wӯрғ̌,"шерстяная пряжа, шерстяные нитки"
wурҷ,волк
wӯрҷ,волк
wурҷ,"волк (о человеке, ловком в работе)"
wӯрҷ,"волк (о человеке, ловком в работе)"
wурчбиц,волчонок
wурҷбуц,волчонок
wӯрҷбиц,волчонок
wӯрҷбуц,волчонок
wурҷ-бу̊ст,волчья шкура
wӯрҷ-бу̊ст,волчья шкура
wӯрҷ-куд,волкообразная собака; помесь собаки с волком
wӯс,основная поперечная балка; бревно
wӯсеҷ,бревно для балки
wӯғ̌ҷ,почка; почки
wу̊н,необработанная шерсть
wу̊н-wу̊нак,"лоскутья, клочья, лохмотья (об одежде)"
wу̊н-wу̊нак,потемнение; помутнение (в глазах)
wу̊н-х̌абӣӡ,палочка для взбивания шерсти
wу̊н-х̌ебӣҷ,шерстебит
wу̊ғғаст,"громкие рыдания, вопли, всхлипывания"
wу̊қ,"тошнота, рвота"
wуқ,"тошнота, рвота"
у̊қ,"тошнота, рвота"
уқ,"тошнота, рвота"
габал,"тулуп, шуба"
габардӣн,габардин
габру̊н,"вид фабричной ткани, привозившейся в прошлом из Афганского Бадахшана"
габрӯр,"вид фабричной ткани, привозившейся в прошлом из Афганского Бадахшана"
гагирāф,география
гагирāфийа,география
гогирāф,география
гогирāфйиа,география
гаwаз,олень
гаwазн,олень
гаwар,"жемчужина, жемчуг"
гаwҳар,"жемчужина, жемчуг"
гаwар,"имя собств. муж. и жен. или его компонент, напр. м. Гаw(ҳ)ар(шо), Гав(ҳ)ар(бек); ж. Гаw(ҳ)ар(бегим)"
гаwҳар,"имя собств. муж. и жен. или его компонент, напр. м. Гаw(ҳ)ар(шо), Гав(ҳ)ар(бек); ж. Гаw(ҳ)ар(бегим)"
гад-wад,"разлад, разброд; путаница, неразбериха"
гадик,"баран (местный, некурдючный)"
гидик,"баран (местный, некурдючный)"
гадо,"нищий, бедняк"
гадойи,нищенство
гадойигāр,нищий; нищенка
гаждум,вид чулок с изображением скорпиона
гаждумак,вид чулок с изображением скорпиона
газдум,вид чулок с изображением скорпиона
газдумак,вид чулок с изображением скорпиона
газак,нарыв; нагноение; воспаление
газак,палочка для натягивания основы
газамбур,"щипцы, кусачки, острогубцы"
газанбур,"щипцы, кусачки, острогубцы"
гаждум,скорпион
газдум,скорпион
газдӯд,"мучение, терзание, маята"
газет,газета
газӣт,газета
газет-ху̊на,редакция; типография
газӣт-ху̊нā,редакция; типография
газет-х̌ойӣҷ,читатель газеты
газӣт-х̌ойӣҷ,читатель газеты
газзā,"широкий шаг, большой, размашистый шаг"
газзā,подставка с развилкой для ружья; сошка
галабу̊н,пастух; табунщик
галлабу̊н,пастух; табунщик
галабу̊н,и. с. м. Галабу̊н
галлабу̊н,и. с. м. Галабу̊н
ғалагоw,волы (с помощью которых молотят хлеб на току)
ғаллагоw,волы (с помощью которых молотят хлеб на току)
галā,стадо; табун лошадей
галлā,стадо; табун лошадей
галашӯδ,облепиха крушиновая (Нippophae rhamnoides)
галшӯδ,облепиха крушиновая (Нippophae rhamnoides)
гандагари,"гадость, пакость, нечто плохое"
гандаги,"гадость, пакость, нечто плохое"
гандагари,"недостаток; упущение, просчет"
гандаги,"недостаток; упущение, просчет"
ганда-дараw,низкорослая трава; низкорослые хлеба (трудно поддающиеся косовице)
ганда-дираw,низкорослая трава; низкорослые хлеба (трудно поддающиеся косовице)
ганда-кори,"плохая, небрежная работа"
ганда-кори,дурной поступок
ганда-чимêδг,"название травы с острым и неприятным запахом, употребляемой как средство от моли"
ганда-чимêзг,"название травы с острым и неприятным запахом, употребляемой как средство от моли"
ганда-чумêδ,"название травы с острым и неприятным запахом, употребляемой как средство от моли"
ганда-чумêδг,"название травы с острым и неприятным запахом, употребляемой как средство от моли"
гандā,"плохо, дурно, гадко, скверно"
ганд-бêрӡ,"короткое, маленькое ребро (у животного)"
гандумхор,"пшеницеед (мелкая птица, нападающая на посевы)"
гапду̊ни,дар красноречия; разговорчивость
гараw,"залог, заклад"
гираw,"залог, заклад"
гаранги,"рассеянность, растерянность; тупоумие"
гаранӣц,граница
гиранӣц,граница
гарāж,гараж
гирāж,гараж
гарганā,"хлопоты, суета; скитания"
гард,пыль
гард,"вести, слухи; след"
гарδаеҷ,мука для лепешек
гарδайеҷ,мука для лепешек
гарδанак,седловина
гарδанак,"недоделки, половинчатость"
гарδа-нармā,хлебные крошки
гарδандоҷ,тальниковый хомут для быков (во время молотьбы прикрепляющий их друг к другу)
гарδани,шея
гарδани,"шкура, кожа от шеи (быка, коровы)"
гарδа-пêхт,"выпечка хлеба, лепешек, хлебопечение"
гарδа-пӣзӣҷ,"пекарь, лепешечник"
гарδа-хӣд,кушанье хлеба; еда
гарδā,лепешка
гарδāн,шея
гарδан,шея
гарδенӣҷ,"тот, кто поворачивает кого, что-л.; тот, кто изменяет направление чего-л"
гарδов,"водоворот, омут, пучина"
гарδов,"опасность, опасное положение, беда; круговорот жизни"
гарδӯн,"движение (по кругу), вращение, вращательное движение"
гарδӯн,оборот
гарδӯн,раз
гарδӯн,вторая часть сложных слов
гарелкā,грелка
гарелка,грелка
гаржаст,"шипение, потрескивание"
гармах̌,"тепло(та), жара"
гарм-газак,"нагноение, нарыв"
гарми,"жара, жар, теплота"
гармов,язва на спине лошади (от чрезмерного количества выпитой воды в жару)
гармовā,язва на спине лошади (от чрезмерного количества выпитой воды в жару)
гармов,недомогание; лихорадка
гармовā,недомогание; лихорадка
гармпичак,"прыщ, прыщик"
гармпучак,"прыщ, прыщик"
гирпичак,"прыщ, прыщик"
гāрмрӯй,симпатичный
гармрӯй,симпатичный
гарх̌ум,"специальное углубление, яма для заготовки древесного угля"
гарх̌ум,"жаровня, баня (о жарком помещении)"
гарғ̌,ось (двери)
гастӣнц,гостиница
гаф,место на нарах вокруг очага
гах̌нӣӡ,"кориандр, кинза"
гах̌нӣӡ,и. с. ж. Гах̌нӣȥ
гах̌нӣӡ,украшение в виде броши
гах̌нӣӡак,украшение в виде броши
гах̌т,возвращение
гах̌тā,"хождение, гулянье"
гац,"гац!, пошла! (окрик на коз)"
гāз,"газ (палка для измерения длины при натягивании основы, в Шугнане равняется 1м., а в Баджуве – 2,5 м)"
гāз,"газ (мера длины, равная приблизительно 1 м в Шугнане и 2,5 м в Баджуве)"
гāз,метр (при измерении материи)
гāз,"единица стоимости, равная приблизительно 300 г топленого масла или 3 кг зерна, 1,6 часть пӣс (см. пӣс)"
гāз,газ
гāйкā,гайка
гāлистук,галстук
гāнҷ,"клад, сокровище"
ганҷ,"клад, сокровище"
гāнҷ,"молоко; топленое масло; молочные продукты, молочное"
ганҷ,"молоко; топленое масло; молочные продукты, молочное"
гāп,слово; речь; разговор
гāпак,нашептывание; перешептывание
гāп-гāп,"разговоры, толки, слухи"
гāп-δāδӣҷ,"оратор; тот, кто умеет говорить"
гāп-чи-гāп,"разговор, беседа"
гāп-чи-гāп,примирение
гāр,трихофтиц (кожное заболевание животных)
гāч,мел
гāч,"известь, алебастр; белила; алебастр с песком"
гāч-δāδӣҷ,"тот, кто белит; тот, кто занимается побелкой"
гāчкори,побелка; отделочные работы
гемуғ̌ā,ячмень
гемӯғ̌ā,ячмень
гӣмӯғ̌ā,ячмень
гӣғ̌мӯғ̌ā,ячмень
гӯғ̌мӯғ̌ā,ячмень
герб,герб
гаца-гаца,призывной возглас для коз
гацца-гаца,призывной возглас для коз
геца-гец,призывной возглас для коз
гигиена,гигиена
гигийен,гигиена
гизӣн,намерение
гийо,лекарственная трава (любая)
гийо,и. с. м. Гийо
гилā,жалоба; обида
гилгичак,щекотка; щекотание
гилду̊н,глина (приготовленная для обмазки стен)
гилду̊н,"место, где приготовляют глину для обмазки стен"
гилефи,галифе
ғилефи,галифе
гилем,сукно
гилӣм,сукно
гилем,суконный халат
гилӣм,суконный халат
гилем-wāфӣҷ,"ткач, суконщик"
гилем-боф,"ткач, суконщик"
гилӣм-wāфӣҷ,"ткач, суконщик"
гилӣм-боф,"ткач, суконщик"
гилемеҷ,материал для суконного халата
гилӣмеҷ,материал для суконного халата
гилем-пух̌,одетый в суконный халат
гилӣм-пӯх̌,одетый в суконный халат
гилмолā,дощечка для разравнивания глины
гилмолā,"штукатурка, штукатурные работы"
галнêғ̌ҷак,"кручение, кружение, вращение"
гилнêғ̌ак,"кручение, кружение, вращение"
гимнāзийа,гимназия
гимох̌,"приставание, цепляние"
гинāгор,"виновник, виновный"
гунāгор,"виновник, виновный"
гинāгори,виновность
гунāгори,виновность
гиндӣс,тело; туша
гинҷорā,"жмыхи, дуранда"
гунҷорā,"жмыхи, дуранда"
гирафӣн,графин
гирāм,грамм
гирдбод,"вихрь, смерч"
гирдбодак,"вихрь, смерч"
гардих̌,вращение; оборот
гирдих̌,вращение; оборот
гардих̌,хождение с одного места на другое; волнение
гирдих̌,хождение с одного места на другое; волнение
гардих̌о,превратности судьбы; приключения
гардих̌ҳо,превратности судьбы; приключения
гирдих̌о,превратности судьбы; приключения
гирдих̌ҳо,превратности судьбы; приключения
гиребу̊н,"воротник, ворот"
гиреву̊н,"воротник, ворот"
гиребу̊н-гӣр,"пристающий с претензиями, жалобами"
гиреву̊н-гӣр,"пристающий с претензиями, жалобами"
гиребу̊неҷ,материал для воротника
гиреву̊неҷ,материал для воротника
гирезго,убежище
гурезго,убежище
гирезпо,"бегун, беглец"
гурезпо,"бегун, беглец"
гирзак,страдание; рыдание
гирзах̌,"рыдание; страдание, тоска"
ҷирзах̌,"рыдание; страдание, тоска"
гири,"узел (напр. на веревке, нитке)"
гарнофак,боль в области пупка; боль в животе
гилнофак,боль в области пупка; боль в животе
гирнофак,боль в области пупка; боль в животе
гирӣ,"группа, компания"
гирӯ,"группа, компания"
гурӯ,"группа, компания"
гирӣ,"потомство, клан, родовая группа"
гирӯ,"потомство, клан, родовая группа"
гурӯ,"потомство, клан, родовая группа"
гич,"большой кожаный мешок, мех; турсук, бурдюк"
гиҷ,"козленок-самка, козочка"
гиҷак,маленькая козочка
гиҷбиц,маленькая козочка
гиҷбицак,маленькая козочка
гиҷ-бу̊ст,"козья шкура, шкура козочки"
гêгурд,спичка; спички
гегурд,спичка; спички
гӣгурд,спичка; спички
гêгурд,сера
гегурд,сера
гӣгурд,сера
гегурд-чӯб,спичка
гигурд-чӯб,спичка
гӣмн,гимн
гимнасйорка,гимнастерка
гӣмнāстика,гимнастика
гӣпц,гипс
гӣр,гиря
гӣш,прыщавый; паршивый
гогирāф,географ
гоwбу̊н,"""Пастушок"" (название популярной памирской сказки)"
гоwбу̊нак,"""Пастушок"" (название популярной памирской сказки)"
гоwгум,сумерки
гоwдумак,коровяк бактрийский (Verbascum bactrianum)
гоwи,"кожаный мех, турсук"
гоwмех̌,буйвол
гоw-ху̊нā,телятник (внутри жилого дома)
годражден,год рождения
гоз,"луг, лужайка"
гозāк,"лужайка, лужок, луг"
гозик,"лужок, лужайка"
гиолог,геолог
голог,геолог
гийологийа,геология
гиологийа,геология
гологийа,геология
гийологийа,"учебник, книга по геологии"
гиологийа,"учебник, книга по геологии"
гологийа,"учебник, книга по геологии"
гийаметир,геометрия
гометир,геометрия
гийаметир,"учебник, книга по геометрии"
гометир,"учебник, книга по геометрии"
гоwму,"тулуп, овчина (крытая материей)"
гому,"тулуп, овчина (крытая материей)"
горδ,"перепелка, перепел"
горδанд,"мясо перепела, перепелиное мясо"
горδ-wиδич,вид мелкой птицы наподобие перепела
гараждāн,гражданин
гираждан,гражданин
граждāн,гражданин
гараждāни,гражданский
гираждāни,гражданский
граждāни,гражданский
гиwо,свидетель
гуwо,свидетель
гиwо-δāδӣҷ,"тот, кто дает свидетельские показания, свидетель"
гиwо-зан,"тот, кто дает свидетельские показания, свидетель"
гуwо-δāδӣҷ,"тот, кто дает свидетельские показания, свидетель"
гуwо-зан,"тот, кто дает свидетельские показания, свидетель"
гиwойи,"свидетельство, свидетельские показания"
гуwойи,"свидетельство, свидетельские показания"
гузар,проход; переправа
гузар,"жизнь, житье; существование"
гузарго,"место прохода, проход; переправа"
гузаро,пропитание; средства к существованию
гузару̊н,пропитание; средства к существованию
гузаршинос,"тот, кто знает проход, переправу; проводник"
гузаштā,прошлое; все происшедшее
гул,цветок; роза
гул,"узор, орнамент, рисунок"
гул,цветок бухарской гречишки
гула-δорг,"палочка, на которой держится ""гулā"" (деталь ткацкого станка)"
гулак,оспа
гулāмади,сорт яблока
гуламади,сорт яблока
гулā,"деталь ткацкого станка, служащая для разделения основы и образования зева"
гулбāнд,ожерелье; бусы
гулибāнд,ожерелье; бусы
гулдастā,букет
гулзор,цветник
гули-банаwш,анютины глазки; виола; фиалка
гули-банафшā,анютины глазки; виола; фиалка
гулик,цветочек; розочка
гули-мелис,название цветка
гули-мӣри,род садового цветка
гулисту̊н,"цветник, розовый сад"
гулусту̊н,"цветник, розовый сад"
гулкор,цветовод; цветочник
гулкори,цветоводство
гулкори,узорная роспись
гулкори,узорная вышивка
гулмêх,гвоздь с большой шляпкой
гулмойи,форель
гилос,черешня (дерево)
гулос,черешня (дерево)
гилос,черешня (плод)
гулос,черешня (плод)
гилос,"и. с. м. или ж. ш. Гулос, Гилос"
гулос,"и. с. м. или ж. ш. Гулос, Гилос"
гулосак,"стакан, кружка"
гулбāнд,часть недоуздка (прикрепляется к голове животного)
гулубāнд,часть недоуздка (прикрепляется к голове животного)
гулфинҷу̊н,вид кушанья из просяной лепешки с добавлением лука и ореха
гурθинҷу̊н,вид кушанья из просяной лепешки с добавлением лука и ореха
гулхан,костер
гул-циму,небольшая корзина
гул-цимӯд,небольшая корзина
гулғунчā,бутон
гулғунчā,и. с. ж. Гулғунчā
гуманӣзм,гуманизм
гуманӣст,гуманист
гумбаӡ,купол
гумбаӡ,"теплый, жаркий (о помещении)"
гумбоwеӡ,"качание, колебание; шатание (прям. и перен.), неразбериха"
ҷумбоwеӡ,"качание, колебание; шатание (прям. и перен.), неразбериха"
гумбоwеӡак,"качание на доске или бревне, положенном на камень"
ҷумбоwеӡак,"качание на доске или бревне, положенном на камень"
гумбу̊ниӡ,"укутывание, прикрывание"
гиму̊н,подозрение
гуму̊н,подозрение
гумӯн,подозрение
гиму̊ни,"подозревающий, предполагающий"
гуму̊ни,"подозревающий, предполагающий"
гунā,"сторона, край"
гуна,"сторона, край"
гино,"вина, грех, проступок, преступление"
гуно,"вина, грех, проступок, преступление"
гунохел,"вина, грех, проступок, преступление"
гурδак,"волосы, завязанные узлом"
гурз,"палица, булава"
гурм,"страсть, пыл; желание, влечение; расположение"
гируснаги,голод
гуруснаги,голод
гуфт,"выражение, слово"
гуфтā,"выражение, слово"
гуфтигӯй,"беседа, собеседование"
гуфтугӯй,"беседа, собеседование"
гуфтишанӣд,"беседа; собеседование, переговоры"
гуфтушунӣд,"беседа; собеседование, переговоры"
гух̌наги,"голод, голодовка, голодание"
гачен,"портянка, онуча (только для стопы)"
гуч,"портянка, онуча (только для стопы)"
гучен,"портянка, онуча (только для стопы)"
гаҷен,"козленок, козочка"
гуҷ,"козленок, козочка"
гуҷен,"козленок, козочка"
гуҷхел,"козленок, козочка"
гуҷак,маленький козленок
гуҷак,козлик (игрушка)
гуҷбуц,маленький козленок
гуҷбуцак,маленький козленок
гуҷ-бу̊ст,шкура козленка
гуҷ-wāрг,"козлята и ягнята, молодняк"
гуҷ-wāрген,"козлята и ягнята, молодняк"
гуҷ-wāргхел,"козлята и ягнята, молодняк"
гуҷ-тāжӣҷ,участник козлодрания
гуҷ-тӣжд,козлодрание
гӯйи,вторая часть сложных слов
гӯх̌ак,"колок, колки"
гӯх̌а-нашӣн,"тот, кто живет уединенно; отшельник"
гӯх̌а-них̌ӣн,"тот, кто живет уединенно; отшельник"
гӯх̌а-нашӣни,"уединенная жизнь, отшельничество"
гӯх̌а-них̌ӣни,"уединенная жизнь, отшельничество"
гӯх̌ā,"закоулок, уголок; край, сторона"
гӯх̌wор,"серьга, серьги"
гӯх̌т,мясо
гӯх̌-тайори,мясопоставки
гӯх̌т-тайори,мясопоставки
гӯч,"жучок, тля, вредитель гороха"
гӯш,ухо
гу̊й,"мяч, шайба (для игры в поло)"
гу̊й-бêх̌т,игра в поло
гу̊й-боз,игрок в поло
гу̊й-бозӣҷ,игрок в поло
гу̊йбози,игра в поло
гу̊ламбу̊нак,низшее растение наподобие гриба
гу̊ли,немота
гу̊нг,"слабый, обессилевший, немощный, дряхлый"
гу̊р,могила
гу̊ристу̊н,кладбище
гу̊ристӣн,кладбище
гӯристу̊н,кладбище
гу̊ркан,могильщик
гу̊ркоwак,"онагр, дикий осел"
гу̊рханā,"поле, участок земли вблизи кладбища"
гу̊рханā,название местности в ряде кишлаков Шугнана и в Баджуве
гу̊рчу̊ви,проклятый (о потерявшихся предметах домашнего обихода)
гу̊рҷоки,"отвратительное место; неподобающее, неподходящее место"
дāнā,удила
дāнā,удила
дабал,начинание
дабал,нападение
дабал,дабал (название старого денежного знака)
дабдабā,"пышность, роскошь"
даw,бег; пробежка
даwак,хождение; поход
даwлат,"государство, держава"
даwлат,"богатство, достояние, благо"
даwлат,имя собств. муж. и жен. или его компонент
даwо,"лекарство, целебное средство"
даwодаwи,беготня; суета
даwойи,"лекарство, средство (от болезни)"
даwр,"время; эпоха, период"
даwрā,"время; эпоха, период"
даwри,"время; эпоха, период"
даwр,круг; кружение
даwрā,круг; кружение
даwри,круг; кружение
даwру̊н,"время, эпоха"
даwру̊н,имя собств. муж. или его компонент
даwӯс,"двурушник, хитрец, жулик"
дайӯс,"двурушник, хитрец, жулик"
даwӯси,двурушничество; жульничество
дайӯси,двурушничество; жульничество
даwу̊м,начинание; начало
даwу̊м,продолжение
даδ,частица
дакā,"толчок, удар"
даккā,"толчок, удар"
дакумент,документ; удостоверение
даку̊н,"дукон; нары, сооружаемые во дворе около дома в жаркое время"
даку̊нак,"дукон; нары, сооружаемые во дворе около дома в жаркое время"
дал,"желание, веление сердца"
дāл-дуқ,"поклажа, груз; вещи"
дал-дуқ,"поклажа, груз; вещи"
далел,"довод, основание"
далер,"и. с. м. Далер, Дилер"
дилер,"и. с. м. Далер, Дилер"
далӣл,возможность; предел
далӣл,"предположение, мнение"
далӣлак,"свеча для обряда поминания (лучина с ватой, пропитанной маслом на конце)"
далйайеҷ,"зерно, предназначенное для изготовления ""далйā"""
далйа-сêwӣҷ,"мукомол; тот, кто изготовляет ""далйā"""
далйā,жареное толченое зерно
далйā,"похлебка из ""далйā"""
даллā,сводник; сводня
даллол,наставник
далол,наставник
далқāн,"металлический кувшин, рукомойник"
дамбас,звук падения какого-л. предмета
дамбаст,звук падения какого-л. предмета
дамбат,звук падения какого-л. предмета
дамйā,святая вода (над которой прочтена молитва и совершено дуновение)
дар,дверь
дараw,"пропасть, обрыв, крутой откос по краю оврага"
дарҳаw,"пропасть, обрыв, крутой откос по краю оврага"
дараwоги,возвышенность; склон
дараwойи,возвышенность; склон
дарак,"весть, известие; слух"
дарак-аθ,"весть, слух; (с отрицанием) ни слуху ни духу"
дарак-диви,"калитка, дверца"
дарандā,"дикий зверь, хищник"
дараҷā,степень; уровень; градус
дарā,ущелье
дарā,вторая часть географических названий
дар-ба-дар,"бездомный скиталец, бродяга"
дарбадари,бродяжничество; скитания
дар-бастā,"гибель, смерть целой семьи"
дарбачā,"дверца, калитка"
дарбор,царский двор; дворец
дурбор,царский двор; дворец
дарбу̊н,стражник (царского дворца)
дарвизор,"проем, отверстие в стене без дверей"
дарwозабу̊н,"привратник, стражник; дворник"
дарвозабу̊н,"привратник, стражник; дворник"
дарwозā,ворота
дарвозā,ворота
дарwезā,"нищенство, попрошайничество"
дарwех̌,дервиш
дарwеш,дервиш
дарwêзи,"дарвазец, житель Дарваза"
дарwози,"дарвазец, житель Дарваза"
даргӣли,тоска; скорбь
даргӣл-модик,"даргилик, лирическая печальная песня"
даргӣлик,"даргилик, лирическая печальная песня"
дарго,"двор, пространство перед домом; дом"
дард,(*в заимствованных сочетаниях*) болезнь; боль
дарӣчā,"дверка, дверца; окошечко, оконце"
дарйо,река; воды реки
дарйо,море
дарйоб,настижение; поимка
дарйов,настижение; поимка
дарйоб-чӣд,"настижение, поимка"
дарйов-чи,"настижение, поимка"
дарйов-чӣд,"настижение, поимка"
дарйо-лāв,побережье; берег
дарйо-хор,искусный пловец
даркори,необходимость
дар-мард,"начало наступления весны, ""счет мужчины"" (в соответствии со счетом времени года по частям человеческого тела)"
дарморахтеҷ,"дарморахтец, житель Дарморахта"
дарморахтеҷен,"дарморахтец, житель Дарморахта"
дарморахтҷен,"дарморахтец, житель Дарморахта"
дарморахти,житель Дарморахта
дарму̊н,кишка; кишки
дармӯн,кишка; кишки
дарму̊нтаги,"нищета, обнищание, бедность"
дарму̊нтайи,"нищета, обнищание, бедность"
дарнолги,жалоба; стенание
дарожкā,дорожка (ковровая)
дарошка,дорожка (ковровая)
дарози,длина
дарозрунд,фуганок
даромад,"доход, приход"
дар-ат,"двор, дом (со всеми службами)"
дар-паландар,"двор, дом (со всеми службами)"
дарс,урок
дарсарā,балка (над отверстием для двери); дверная балка
дарс-δāδӣҷ,преподаватель; учитель
дарс-х̌ойӣҷ,"ученик, учащийся"
дарӯн,"внутренность, внутренняя часть; глубь"
дарӯнā,"внутренность, внутри"
дарӯн-дāлӣӡ,"сени, прихожая; веранда"
дарӯн-дāрδ,внутренняя болезнь
дарӯн-деwол,внутренняя стена
дарӯн-лат,повреждение от чрезмерного усилия; надрыв
дарӯн-пêрӡ,короткие ребра
дарӯн-пêрӡак,короткие ребра
дарӯн-пêрӡ,деревянная скоба (деталь двери)
дарӯн-пêрӡак,деревянная скоба (деталь двери)
