cyrillic,meaning
камунӣсти,коммунистический
комунӣсти,коммунистический
каму̊набрӯ,имеющий брови дугой
каму̊набрӯй,имеющий брови дугой
камфāм,плохо понимающий; несознательный
камфойдā,"малополезный; маловыгодный, малодоходный"
камхарч,плохо питающийся
камхарҷ,плохо питающийся
камхоб,"тот, кто плохо спит; страдающий бессоницей"
кам-хӯδм,страдающий бессоницей
камхӯн,малокровный
кам-х̌ац,маловодный
камчӣн,"редкий, дефицитный"
камшимор,"малочисленный, немногочисленный"
камшумор,"малочисленный, немногочисленный"
камғайрат,"неэнергичный, пассивный; нестарательный"
камқуwwат,"малосильный, слабый, немощный"
камқуwат,"малосильный, слабый, немощный"
камаракат,"малоподвижный; пассивный, неинициативный"
камҳаракат,"малоподвижный; пассивный, неинициативный"
камосил,малоурожайный
камҳосил,малоурожайный
каманар,"малоискусный, малоодаренный, малоспособный"
камунар,"малоискусный, малоодаренный, малоспособный"
камҳанар,"малоискусный, малоодаренный, малоспособный"
камҳунар,"малоискусный, малоодаренный, малоспособный"
канāбин,пеньковый; конопляный
кандидāти,кандидатский
канкирети,конкретный
ку̊нкирети,конкретный
кантирол,контрольный
кантироли,контрольный
ку̊нтирол,контрольный
ку̊нтироли,контрольный
кануф,"жалкий на вид; не в форме; вялый, сонный; полуживой"
кинуф,"жалкий на вид; не в форме; вялый, сонный; полуживой"
канцилāри,канцелярский
канҷаки,"родившийся поздно, осенью"
капитāлисти,капиталистический
капитāлӣсти,капиталистический
кар,"болтающийся, свободный, слабо прилаженный"
кар,глухой
карадӣнг,глухой
карбāш,"с лицом, изрытым оспой; с оспинами на лице; рябой"
карбаш,"с лицом, изрытым оспой; с оспинами на лице; рябой"
карду̊нин,"картонный, из картона"
карту̊нин,"картонный, из картона"
карδу̊фч,"комочками, неоднородный (о сыпучем веществе)"
карθу̊фч,"комочками, неоднородный (о сыпучем веществе)"
карнāй-ниwозӣҷ,играющий на карнае
карнāйчи,играющий на карнае
картушкайин,картофельный
касабā,профессиональный
касал,"больной, нездоровый"
касалбу̊н,ухаживающий за больным
касалманд,болезненный
касотдор,"имеющий родственника, близкого человека"
касту̊мдор,"имеющий костюм, пиджак; одетый в костюм; в пиджаке"
кастӯмдор,"имеющий костюм, пиджак; одетый в костюм; в пиджаке"
кастӯндор,"имеющий костюм, пиджак; одетый в костюм; в пиджаке"
ката-бу̊н,"с длинной бородой, бородатый"
ката-гӣл,"с большой головой, большеголовый"
ката-гāл,"с большой головой, большеголовый"
катанак,"большой, большущий; громадный"
катанак,"взрослый, старший"
катанак,"старший, главный"
ката-нêӡ,"большеносый, носатый"
ката-ну̊л,с большим клювом
ката-поδ,"большеногий, с большими ногами"
ката-цем,"большеглазый, с большими глазами"
ката-ӡем,"большеглазый, с большими глазами"
ката-шанд,"большегубый, с толстыми губами"
ката-ғêв,"большеротый, с большим ртом"
ката-ғаw,"лопоухий, с большими ушами"
ката-ғу̊w,"лопоухий, с большими ушами"
ката-ғу̊ɣ̌,"лопоухий, с большими ушами"
катаҷу̊н,"высокомерный, надменный; спесивый, заносчивый; важный"
катхуδой,"женатый, семейный"
кафӣл-сāwӣҷ,"выступающий в качестве поручителя, заверителя"
кахwеҷ,"запутанный, перепутанный"
кахwеҷак,"запутанный, перепутанный"
кахой,бережливая; расчетливая; запасливая
кахойен,бережливая; расчетливая; запасливая
кахойел,бережливая; расчетливая; запасливая
кахойдор,"тот, кто имеет жену, женатый"
кахойи,женский
ках̌wил,придирчивый
ках̌их̌дор,"притягивающий, притягательный"
ках̌ол,"затягивающийся, затяжной; длительный, длинный"
ках̌ол,"торчащий; висячий; свисающий, отвисший"
ках̌олā,"болтающийся, висячий"
ках̌у̊н,"цепляющийся, прилипающий"
ках̌ч,"белый, чистый (о зубах)"
каш,горячий; раскаленный
ка́ш-ка́ш,"очень горячий, горячий-прегорячий"
каɣ̌,"кривой, искривленный; скошенный, перекошенный, косой"
каɣ̌ак,"кудрявый, завитой"
каɣ̌-δуст,криворукий
каɣ̌-мāк,кривошеий
каɣ̌-нêӡ,кривоносый
каɣ̌-ну̊л,"с клювом, загнутым на конце"
каɣ̌-пāли,"кривобокий, кособокий"
каɣ̌-поδ,кривоногий
каɣ̌-пулкор,"кривой, кособокий (о жернове мельницы)"
каɣ̌-пулқор,"кривой, кособокий (о жернове мельницы)"
каɣ̌раw,"непутевый, идущий по неверному пути"
каҷраw,"непутевый, идущий по неверному пути"
каɣ̌-рāнг,"кособокий, кривой, кривоватый, косоватый"
каɣ̌-ӡем,"косой, косоглазый"
кāл-бāнд,"семейный, женатый"
кāл-банд,"семейный, женатый"
кāл-бисху̊δ,"простоволосый, с непокрытой головой, без головного убора"
кāл-дāрδин,страдающий головной болью
кāл-тар-поδ,"одинаковый, однотипный; что один, что другой"
кāл-тар-поδ,"сложенный колосьями, корнями вверх (об охапке колосьев или травы при сенокосе)"
кāл-хāвҷ,тихого нрава; скромный (чаще о женщине)
кāрк,"грубый, грубого помола (о муке)"
кāфч,"большой, огромный (о рте)"
кекисā,"ловкий, быстрый; находчивый"
кемух̌к,"расшитый, пестрый, разноцветный (о тапочках, туфлях)"
кивиркотин,коверкотовый
кизур,жалкий на вид; невзрачный; хмурый
килдӣнг,"праздно шатающийся, праздный"
килуфч,"совместный, объединенный; собравшийся вместе, в кучу, в стаю, столпившийся"
килу̊л,"комкообразный; шарообразный, круглый"
килу̊х,взрослый
килу̊х,крупный
кинорā,крайний; посторонний
кирах,"онемелый, затекший; остолбеневший"
кирах,твердый; грубый
кирахт,"онемелый, затекший; остолбеневший"
кирахт,твердый; грубый
ких,"грязный, испачканный, бяка (противоп. папу̊)"
кихак,"грязный, испачканный, бяка (противоп. папу̊)"
ких̌ел,прилипчивый; цепляющийся
кишин,"лохматый, косматый (о волосах); раскидистый; развесистый; ветвистый, пышный (о растениях)"
кишин,"облачный, затянутый тучами; пасмурный"
кишиндӯд,"лохматый, косматый"
кишиндӯд,"облачный, покрытый густыми тучами; пасмурный"
кӣл,безрогий
кӣл,"лысый, плешивый"
кал,безрогий
кал,"лысый, плешивый"
кӣн-анҷāвӣҷ,"злопамятный, мстительный"
кӣн-инҷāвӣҷ,"злопамятный, мстительный"
кӣндор,"затаивший злобу, злопамятный"
кобули,кабульский
кокулдор,"чубатый, с чубом, с хохлом"
колайин,"тканевый, из ткани"
комилуқӯқ,полноправный
корафтодā,нетрудоспособный
корафтодā,пожилой
коркун,"работоспособный, деловой, дельный, трудолюбивый"
коромад,трудоспособный; работоспособный
кору̊мад,трудоспособный; работоспособный
куд-азоб,"трудный, невыносимый"
куданд,собачий
кудин,собачий
кулфатзадā,"повергнутый в горе, в беду; горемычный"
кунгол,"неспособный, неловкий; неприспособленный (к жизни)"
кунгур,"онемелый, одеревенелый; затекший; неподвижный; ошеломленный"
кунҷаки,угловой; находящийся в углу
кунҷкоw,"любопытный, дотошный"
кур,корноухий; с короткими ушами (преимущественно об овцах)
кар,корноухий; с короткими ушами (преимущественно об овцах)
курц,"углубленный, глубокий"
карц,"углубленный, глубокий"
курцаки,очень глубокий
карцаки,очень глубокий
курц-ӡем,с впалыми глазами; с глубоко сидящими глазами
карц-ӡем,с впалыми глазами; с глубоко сидящими глазами
кут-wу̊н,короткошерстный
кат-wу̊н,короткошерстный
кут-δум,короткохвостый
кат-δум,короткохвостый
кутрāнг,коротковатый
катрāнг,коротковатый
кут-хох̌,короткорогий
кат-хох̌,короткорогий
кут-ғу̊w,короткоухий; корноухий
кут-ғу̊ɣ̌,короткоухий; корноухий
кат-ғаw,короткоухий; корноухий
кат-ғу̊w,короткоухий; корноухий
кат-ғу̊ɣ̌,короткоухий; корноухий
кух̌тā,убитый
кӯдак,маленький; в младенческом возрасте
кӯдаки,"детский, ребяческий, младенческий"
кӯз,"горбатый; сгорбленный, сутулый"
кӯйи,горный
курси,курсовой
кӯрси,курсовой
кӯсā,безбородый; безусый
кӯто,короткий
кӯтомудат,краткосрочный
кӯтомуддат,краткосрочный
кӯ́ч-ат бāчдор,"семейный, имеющий семью"
кӯч-бāчдор,"семейный, имеющий семью"
ку̊мру̊н,"полновластный, могущественный"
ку̊р-абӣн,злонамеренный; злой
ку̊р-биӡӣф,с маленькими глазами
ку̊рнамак,неблагодарный
ку̊ɣ̌ӡдор,"с отверстиями, пористый; в дырах"
ладаш,"песчаный; скудный, неплодородный"
ладāқ,"липкий, клейкий, прилипший"
лайог,"скудный, истощенный, нуждающийся в удобрении (о земле)"
лāлми,"богарный, неполивной"
лалми,"богарный, неполивной"
ламбабӣх̌ц,"толстый (о лепешке); сдобный, пышный"
ламбабӣх̌ц,толстый; пухлый
ламбӣх̌ц,"толстый (о лепешке); сдобный, пышный"
ламбӣх̌ц,толстый; пухлый
лахтак,густой
лачар,"непутевый, легкомысленный, ветреный"
лачар,спесивый; чванливый
лашакин,ржаной
лақаси,"болтливый; разглагольствующий, любящий поговорить"
лақwā,"бестолковый, глупый"
лақwā,"невнимательный, рассеянный"
лāмпучкадор,"имеющий лампочку, с лампочкой"
лāқдор,в штанах
лелā,бестолковый
лелā,болтливый
лелгов,"жидкий, разжиженный"
лелгов,мутный (о воде)
лемолдор,в платке
ленинободи,ленинабадский
лесакфидо,"бедный, неимущий, нищий"
лех̌адор,"с кистями, с бахромой"
леҷак,"мятый, раздавленный"
лêх,"чистый, отборный"
лайоқатдор,"способный, одаренный"
лийоқатдор,"способный, одаренный"
лих̌кавой,легковая (машина)
лишм,"скользкий; гладкий (чаще о горе, скале)"
лӣш,"голый, нагой"
лӣшгӣл,лысый
лаозаки,беременная
лаҳозаки,беременная
лозаки,беременная
луозаки,беременная
луҳозаки,беременная
лозар,"холодный, студеный"
лозари,ледниковый
лозим,"нужный, необходимый"
лозум,"нужный, необходимый"
лозум,"нужный, необходимый"
лой,грязный
лойақ,достаточный
лойақ,"достойный, подходящий, соответствующий"
лойиқ,достаточный
лойиқ,"достойный, подходящий, соответствующий"
лойов,"мутный, грязный"
лойовā,"мутный, грязный"
лолагӯн,"румяный; красного цвета, алый; огненный, раскаленный"
лолā,"красный, алый; раскаленный докрасна, огненный"
лосипӯр,бестолковый; неспособный; негодный
лосипӯр,"дряхлый; лохматый; потрепанный; тощий, худой"
лосипӯри,бестолковый; неспособный; негодный
лосипӯри,"дряхлый; лохматый; потрепанный; тощий, худой"
лотӣни,латинский (о шрифте)
лоша-баст,"худощавый, похудевший"
лошапар,"худощавый, худой"
лошарāнг,худощавый
лошā,"тощий, худой, изнуренный"
лоқ,"худой, тощий"
лук,"закрытый на замок, запертый"
лук,крупный; налитой (о зерновых культурах)
лук,"полный, наполненный"
лукā,"крепкий, здоровый"
луккā,"крепкий, здоровый"
лумбā,"полный, толстый, жирный"
ламбā,"полный, толстый, жирный"
ландук,"дородный, плотный, полный, толстый"
лундук,"дородный, плотный, полный, толстый"
ландук-рāнг,"тяжеловатый, толстоватый"
лундук-рāнг,"тяжеловатый, толстоватый"
лурθ,"приземистый, коренастый; карликовый; толстый; низенький, коротенький"
лух̌ц,"недопеченный, непропеченный, полусырой (напр. о лепешке)"
луч,"голый, нагой"
луч-қилуч,"совсем голый, нагой, в чем мать родила; гол и бос"
лу̊к,с белой отметиной на лбу (о животных)
лу̊как,с белой отметиной на лбу (о животных)
лу̊ла-баст,"дородный, здоровый, крепкий"
лу̊лā,"упитанный, дородный, здоровый, крепкий"
лу̊рθ,"дородный, упитанный, полный"
лу̊рθ-баст,"толстоватый, полноватый"
лу̊рθ-рāнг,"пухлый, полноватый; толстоватый"
маθ,"очень усталый, изможденный, изнемогший"
маθак,"крайне усталый, изнемогший"
мазадор,вкусный
мазаках̌,"хитрый; корыстный, извлекающий для себя выгоду"
мазанг,"двуличный; лживый, хитрый"
мазаҷин,"приятный, доставляющий удовольствие"
майӣн,"тонкий, продолговатый (о сорте риса с продолговатыми крупинками)"
майӣн,тонкий; нежный
маккор,хитрый; коварный
макор,хитрый; коварный
ма́кри,хитрый; коварный
мактаби,школьный
малангов,"мутный, грязный"
малол,"недовольный, обиженный"
малғенцак,"любимый, симпатичный (противоп. х̌ойенцак)"
малғенӡак,"любимый, симпатичный (противоп. х̌ойенцак)"
магасин,веснушчатый; в пятнах
мангасакин,веснушчатый; в пятнах
марwати,"с болтом, с винтом, на винтах, на болтах, с переключателем"
мард,"мужественный, смелый, отважный"
мардӣнā,"мужественный; настоящий, замечательный; достойный"
мардӣнагу̊н,"мужественный; настоящий, замечательный; достойный"
мардӣнайен,"мужественный; настоящий, замечательный; достойный"
мазрадор,"с поперечной доской, с перекладиной"
марзадор,"с поперечной доской, с перекладиной"
маркази,центральный
маскайин,из-под сливочного масла (о посуде)
масту̊нā,"добрый, простодушный"
масту̊нā,равнодушный
масқарā,"смешной; шутовской, несерьезный"
матордор,моторный
мафкӯраwи,идеологический
махлӯс,"непригодный, ненужный, несъедобный (о мясе)"
махлӯсанд,дохлятина; непригодный к употреблению (о мясе)
махсӯс,"особый, специальный, специфический"
махфи,"секретный, тайный"
махшу̊л,"занятый, поглощенный (чем-л.)"
махшӯл,"занятый, поглощенный (чем-л.)"
машғӯл,"занятый, поглощенный (чем-л.)"
мах̌ин,"бобовый, фасолевый"
мах̌ин,из маша
мах̌орҷин,гороховый
машлāқ,"бедный, убогий"
машлот,остроумный
машлоти,"шутливый, веселый"
машҳӯр,"известный, знаменитый"
машӯр,"известный, знаменитый"
мағлӯб,"побежденный, покоренный"
мағмӯр,"горделивый, гордый"
мағмӯр,довольный
маw,"тихий, смирный, как овца"
маɣ̌,"тихий, смирный, как овца"
маwанд,овечий
маɣ̌анд,овечий
маwдӯδин,"из тутовника ""мавдудак"""
маɣ̌дӯδин,"из тутовника ""мавдудак"""
маɣ̌ӡу̊нҷ,"голодный, голодающий"
маɣ̌ӡенӡ,"голодный, голодающий"
маҷбӯр,"обязанный; вынужденный, принужденный"
маҷбӯри,принудительный
мāбати,любимый
мāбӯб,"любимый, возлюбленный"
мāбӯбā,"любимая, возлюбленная"
мāwӣҷ,мяукающий
мāwāн,мяукающий
мāйӯб,"искалеченный, изувеченный"
мāка́м,"крепкий, прочный, устойчивый"
мāлум,известный; ясный
маалум,известный; ясный
мāлӯмотдор,"образованный, с образованием"
мāлӯмоти-олидор,с высшим образованием
мāн,запрещенный
ма́на,запрещенный
ма́най,запрещенный
ма́ни,запрещенный
ма́нна,запрещенный
ма́нни,запрещенный
мāркадор,с маркой
мāрӯм,"лишенный чего-л., недопущенный к чему-л."
мāтал,"ожидающий, вынужденный ждать"
мāғӡдор,"содержащий мозг, с мозгом"
мāғӡдор,"умный, мозговитый, башковитый, с хорошей памятью"
мāқӯл,"правильный, приемлемый, благоразумный"
ме,"формы вторичн. мн. имеют значения: таких, такого рода, тех и прочих, подобных, остальных и т.п."
мев,"формы вторичн. мн. имеют значения: таких, такого рода, тех и прочих, подобных, остальных и т.п."
меф,"формы вторичн. мн. имеют значения: таких, такого рода, тех и прочих, подобных, остальных и т.п."
мевен,"формы вторичн. мн. имеют значения: таких, такого рода, тех и прочих, подобных, остальных и т.п."
мефен,"формы вторичн. мн. имеют значения: таких, такого рода, тех и прочих, подобных, остальных и т.п."
меwадор,"фруктовый, плодовый; имеющий плоды, плодоносящий"
меθин,дневной
меθину̊нҷ,"дневной; сделанный, изготовленный днем"
меθинӣнҷ,"дневной; сделанный, изготовленный днем"
мêму̊ндӯст,гостеприимный
мêмӯндӯст,гостеприимный
маймондӯст,гостеприимный
мему̊ндӯст,гостеприимный
мемӯндӯст,гостеприимный
метири,метрический
методи,методический
мех̌ц,давно отелившаяся (корова)
мех̌ч,давно отелившаяся (корова)
мêнатдӯст,трудолюбивый
мêнатеҷ,"трудоемкий, требующий хлопот, беспокойства"
мêнаткаш,трудящийся
мêрабу̊н,милостивый
мêстадеӡ,ожидающая ребенка
мêстиндец,ожидающая ребенка
мêст-ҷу̊мч,"с круглыми белыми и черными пятнами, пятнистый"
мêтоҷ,нуждающийся
мāтоҷ,нуждающийся
мӯтоҷ,нуждающийся
мêх-δоδҷин,привязанный к колышку
миδенā,средний
миδендеҷ,средний
миδенҷ,средний
мийу̊н-у́мри,среднего возраста; пожилой
мийу̊на-у́мри,среднего возраста; пожилой
мийу̊н-пойчā,"недоделанный, незаконченный, незавершенный"
мийу̊н-почā,"недоделанный, незаконченный, незавершенный"
мийу̊нсол,средних лет
милāх-вӯсч,"подшитый, пришитый (о пехах)"
милāх-вӯшч,"подшитый, пришитый (о пехах)"
милāхт-вӯсч,"подшитый, пришитый (о пехах)"
милāхт-вӯшч,"подшитый, пришитый (о пехах)"
милло,"грамотный, образованный; ученый"
мило,"грамотный, образованный; ученый"
мулло,"грамотный, образованный; ученый"
муло,"грамотный, образованный; ученый"
милойим,"мягкий, нежный, тихий, спокойный"
милом,"мягкий, нежный, тихий, спокойный"
мулойим,"мягкий, нежный, тихий, спокойный"
милӯт,"узкий, конусообразный"
милӯтак,"узкий, конусообразный"
минадор,"благодарный, признательный"
минеч,овечий
минечен,овечий
минечхел,овечий
минечанд,"овечий, бараний"
миносиб,"подходящий, соответствующий, подобающий"
муносиб,"подходящий, соответствующий, подобающий"
мисин,"медный, из меди"
мискӣн,"бедный, нищий"
ми́сли,"подобный, похожий"
мисри,египетский
ми́сри,"разбогатевший, обеспеченный, богатый, зажиточный"
миш-нêӡ,курносый
мишк-нêӡ,курносый
маш-нêӡ,курносый
машк-нêӡ,курносый
миқу̊м,"(употребляется постпозитивно) такого рода, подобный"
муқу̊м,"(употребляется постпозитивно) такого рода, подобный"
миҷози,"с характером, нетерпеливый"
мӣзҷак,"построенный, выстроенный"
мӣр,изнеженный
моwӯт,суконный
модарзод,врожденный
модарзод,"совсем голый, нагой, в чем мать родила"
модари,"материнский, по матери"
моθдор,"с посохом, имеющий посох"
мойӣл,"склонный, расположенный, желающий чего-либо"
мойу̊нахур,получающий зарплату
моу̊нахур,получающий зарплату
моланд,"овечий, бараний"
молчак,"замятый, придавленный"
молчак,"обработанный, выделанный (о шкуре)"
молчинак,"смятый, помятый"
монанд,"похожий, схожий, подобный"
мӯнанд,"похожий, схожий, подобный"
мот,"усталый, утомленный"
мот-карδā,"утомленный, усталый"
мот-рāнг,"слегка утомленный, несколько усталый"
мофā,"очень усталый, переутомленный"
моɣ̌ӡ-пāғҷ,изнуренный от голода
мойан,"определенный, известный"
муайан,"определенный, известный"
муаййан,"определенный, известный"
муборак,благословенный
муwақат,"временный, непостоянный"
муwаққат,"временный, непостоянный"
муwақати,"временный, непостоянный"
муwаққати,"временный, непостоянный"
мофиқ,"соответствующий, подходящий"
муwофиқ,"соответствующий, подходящий"
мудамағ,"упрямый, непослушный"
мудӣр,"заведующий, управляющий"
музвāл,"неспособный, непригодный, неумелый"
музрим,"взволнованный, беспокойный"
мукамал,"совершенный, полный, исчерпывающий"
мулабаб,"дородный, толстый"
мунофиқ,"плохой, гадкий"
мунсик,"скупой, жадный"
мунтазир,"нуждающийся, зависимый"
мунтазир,"ожидающий, в ожидании"
мунчараки,"бережливый, экономный"
мунҷи,мунджанский
мубтало,одержимый
муптало,одержимый
мурδадах,"неспособный, вялый, хилый"
мурδор,ленивый
мурδор,"подлый, дрянной, гнусный"
мурêх,"невезучий, неудачливый"
мурêх,"упрямый, своевольный"
муртад,"поганый, подлый"
мустар,"оцепеневший, остолбеневший"
мустāқ,ощущающий потребность в жирной пище
мустирêх,"упрямый, своевольный"
мисилму̊н,"добрый, справедливый, добропорядочный"
мисилму̊н,"послушный, хороший"
мусулму̊н,"добрый, справедливый, добропорядочный"
мусулму̊н,"послушный, хороший"
мисилму̊ни,мусульманский; арабский
мусулму̊ни,мусульманский; арабский
мутайид,"объединенный, соединенный"
муттайид,"объединенный, соединенный"
муфт,"даровой, бесплатный"
муфтā,"даровой, бесплатный"
мух,"упругий, молодой (о девичьей груди)"
мухолиф,"возражающий, противящийся чему-л. (также прям.)"
мухтасар,"сокращенный, краткий"
мухтор,автономный
мухч,корноухий (об овцах)
махч,корноухий (об овцах)
мух̌кил,"сложный, трудный"
мух̌таки,"смолотый (о зерне, засыпаемом рукой в отверстие жернова)"
муқ,"низкий, низкорослый"
муқ,"пухлый, упитанный"
мақ,"низкий, низкорослый"
мақ,"пухлый, упитанный"
муқарар,"установленный, назначенный, определенный"
муқарари,"обычный, простой"
муқарари,установленный
муқӣм,"постоянный, обычный; исконный"
муқӣми,"постоянный, обычный, исконный"
муқ-муқ,"пухлый, упитанный, плотный, крепкий"
муқ-муқик,"пухлый, упитанный, плотный, крепкий"
мақ-мақ,"пухлый, упитанный, плотный, крепкий"
мақ-мақик,"пухлый, упитанный, плотный, крепкий"
мӯйдахойигāр,"приносящий радостную весть, (добрый) вестник"
мӯйдахой-кинӣҷ,"приносящий добрую, радостную весть"
мӯйдахой-кунӣҷ,"приносящий добрую, радостную весть"
мӯйсафед,"седой, седовласый, старый"
мӯкантā,"рвущий на себе волосы (в отчаянии, в горе), предающийся печали"
мӯмин,"правоверный, верующий"
мӯмин,"спокойный, послушный, добрый"
му̊нин,"яблоневый, из яблоневого дерева"
мӯнин,"яблоневый, из яблоневого дерева"
му̊нкир,"отрицающий; отвергающий, отказывающийся"
мункир,"отрицающий; отвергающий, отказывающийся"
мӯнкир,"отрицающий; отвергающий, отказывающийся"
мӯрдор,"с сургучом; с печатью, со штампом"
му̊х̌-ғаw,с короткими ушами (о животных)
му̊х̌-ғу̊w,с короткими ушами (о животных)
му̊х̌-ғу̊ɣ̌,с короткими ушами (о животных)
мӯх̌-ғу̊ɣ̌,с короткими ушами (о животных)
мӯɣ̌бацӯрм,недоношенный
му̊ндā,"утомленный, усталый"
му̊но,"подобный, похожий, схожий"
мӯно,"подобный, похожий, схожий"
му̊рах̌ин,изобилующий блохами
му̊рах̌ин,изобилующий паразитами
му̊р-чигу̊р,"очень худой, обессиленный, изможденный"
чигу̊р-чигу̊р,"очень худой, обессиленный, изможденный"
му̊х̌,"настороженный, чуткий (чаще о лошади)"
му̊х̌гāр,"настороженный, чуткий (чаще о лошади)"
му̊х̌гар,"настороженный, чуткий (чаще о лошади)"
му̊ш,"корноухий, с маленькими ушами"
мӯшу̊н,"корноухий, с маленькими ушами"
набӣрадор,"имеющий внуков, правнуков"
наw,новый; свежий; молодой
наwад-салā,девяностолетний
наwад-солā,девяностолетний
наwзод,новорожденный
наwогор,"вновь построенный, новый"
наw-тӯлак,"молодой, юный"
назарбанд,"вольный, без надзора, без конвоя"
назари,святой
наздӣк,близкий (о родстве)
наздӣк,"близкий, недалекий"
найранг,"хитрый, плутоватый; ловкий"
намадин,войлочный
намакин,соленый; соляной
намā,"неполный, незаполненный, ненаполненный до конца"
нимā,"неполный, незаполненный, ненаполненный до конца"
намози,"правильный, правдивый, верный; достоверный"
нимози,"правильный, правдивый, верный; достоверный"
намоз-параст,религиозный; набожный
нимоз-параст,религиозный; набожный
намӯнаwор,"образцовый, примерный"
нангдор,"принципиальный, самолюбивый; гордый"
нарадеw,"дородный, упитанный; крепкий; рослый"
нарадев,"дородный, упитанный; крепкий; рослый"
наркуш,"храбрый, смелый"
натиҷадор,"дающий результат, результативный; эффективный"
натурāли,натуральный
нафасдор,"удачливый, благодатный"
нафӣс,"изящный, нежный"
нахрāҷ,"голодный, не поевший; проголодавшийся"
нахраҷ,"голодный, не поевший; проголодавшийся"
нахт,"настоящий, без примеси, чистокровный"
нахт,"ровный, без камней, гладкий (о почве)"
нахти,"ровный, гладкий, чистый, без камней (о почве)"
нах̌қдор,"расписной, резной, орнаментированный, художественно расшитый"
нашар,тенистый
нишар,тенистый
лāнат,проклятый
нāлат,проклятый
нāмбдор,"мокрый, сырой, влажный"
нāмдор,"мокрый, сырой, влажный"
нāн-буц,"неумелый, ни к чему не способный; маменькин сынок; маменькина дочка"
нāн-биц,"неумелый, ни к чему не способный; маменькин сынок; маменькина дочка"
нāндор,имеющий мать
нāрм,"мелкий, молотый (напр. о зерне)"
нāрм,"мягкий, нежный"
нāрмик,"мелкий, молотый (напр. о зерне)"
нāрмик,"мягкий, нежный"
нāрмаки,"тайный, секретный"
нāрм-хур,пожирающий втайне от других
нāс,"неблагополучный, несчастливый"
нāфдор,"полезный, выгодный"
нāфцин,ненасытный
незил,упрямый
нек,"добрый, благословенный, счастливый (о времени)"
некбахт,"счастливый, благословенный"
некигāр,"добродетельный, делающий добро"
некигар,"добродетельный, делающий добро"
некну̊м,"с добрым именем, с хорошей репутацией"
немици,немецкий
немци,немецкий
нервин,нервный; с расстройством нервной системы
нефадор,"с рубчиком, с подшивкой (для резинки, шнурка)"
нех̌дор,"ядовитый; с жалом (напр., змея)"
нех̌-δāδӣҷ,способный ужалить; готовый съязвить
нêӡванд,"тесный, узкий"
нêӡванд,упрямый
нêӡвунд,"тесный, узкий"
нêӡвунд,упрямый
нêӡин,сопливый
ниwенц,нарядный
никāн,собранный в одно место
никӣн,собранный в одно место
намойу̊н,"видный, выдающийся, заметный"
намойу̊н,"заметный, видный, виднеющийся"
нимойу̊н,"видный, выдающийся, заметный"
нимойу̊н,"заметный, видный, виднеющийся"
них̌тāр,ловкий
них̌тāр,острый
них̌у̊ндор,"меченый, с меткой"
них̌еб,"покатый, пологий, наклонный"
нишеб,"покатый, пологий, наклонный"
нӣли,синий; фиолетовый
нӣлов,зеленый (о несозревших хлебах)
нӣм-арδêк,"не нализавшийся, не насытившийся (солью)"
нӣмāлак,"недоделанный, неготовый"
нӣм-диɣ̌вāҷ,"полузакрытый, прикрытый; полуоткрытый, приоткрытый"
нӣм-θу̊мак,"теплый, нормальной температуры (о жидкости)"
нӣм-йетак,полуоткрытый
нӣмкорā,"недоделанный, незаконченный"
нӣм-летирā,пол-литровый
нӣм-лӣтира,пол-литровый
нӣммолт,"полуобработанный, полудубленный (о шкуре, коже)"
нӣммолтак,"полуобработанный, полудубленный (о шкуре, коже)"
нӣмолт,"полуобработанный, полудубленный (о шкуре, коже)"
нӣмолтак,"полуобработанный, полудубленный (о шкуре, коже)"
нӣм-тӣр,"заикающийся; косноязычный, картавый"
нӣм-тӣрак,"заикающийся; косноязычный, картавый"
нӣмтӣр,"неподнявшийся, неподошедший (о тесте, лепешке)"
нӣмтӣрак,"неподнявшийся, неподошедший (о тесте, лепешке)"
нӣмчā,"неспособный, никудышный"
нӣмчā,"осуществленный наполовину, недоделанный"
нӣмҷу̊н,полуживой
нӣмҷу̊нак,полуживой
нӣрфидур,мужественный; выносливый
нӣсмеҷ,намеревающийся оставаться
нӣстмеҷ,намеревающийся оставаться
ноанwор,"огромный, громадный; беспредельный, бескрайний"
ноақ,несправедливый; незаконный
ноāтибор,ненадежный; не достойный уважения
нобакор,"негодный, непригодный, ненужный"
нобакор,неспособный
нобалад,"незнакомый, неосвоившийся; неосведомленный"
ноберад,"громадный, огромный"
нобафмеҷ,"невыносимый, упрямый"
нобафмеҷ,"умелый, ловкий; неугомонный"
нобифмеҷ,"невыносимый, упрямый"
нобифмеҷ,"умелый, ловкий; неугомонный"
нобифминеҷ,"невыносимый, упрямый"
нобифминеҷ,"умелый, ловкий; неугомонный"
нобоwар,недоверчивый
нобоф,"никуда не годный, никудышный"
нобоф,"умелый, ловкий; деловой, предприимчивый"
нобоф,упрямый
нобофт,"никуда не годный, никудышный"
нобофт,"умелый, ловкий; деловой, предприимчивый"
нобофт,упрямый
нобӣф,"никуда не годный, никудышный"
нобӣф,"умелый, ловкий; деловой, предприимчивый"
нобӣф,упрямый
нобӣфт,"никуда не годный, никудышный"
нобӣфт,"умелый, ловкий; деловой, предприимчивый"
нобӣфт,упрямый
нобамурч,неразмельченный (о табаке)
нобулмуч,неразмельченный (о табаке)
новирих̌т,"целый (в разн. знач.), неразбитый"
ноwинот,"непонятный, неясный, путаный"
ноwинот,"несообразительный, недогадливый, непонятливый"
