cyrillic,meaning
δêдманд,драчун
δêд-чӣд,"драка, потасовка"
δêрв,серп
вêрв,серп
δêрв-х̌оп,косьба травы с помощью серпа
вêрв-х̌оп,косьба травы с помощью серпа
δêсак,глицерия (Glyceria plicata)
δêсак,костер (Вromus sp.)
δêсак,овес (Аvena)
δêсак,овсюг (Аvena fatua)
δêсак-wох̌,"трава, похожая на овес (Iuncus Нimalaensis)"
δêɣ̌,куница
δêɣ̌д,куница
δêɣ̌г,куница
δêwг,куница
δиwêг,"дрова, сложенные штабелем; поленница дров; куча хвороста"
δийāн,осадки; дождь; снег
δийāндах,"непогода; осадки; дождь, снегопад"
δимāниӡ,"выделка, обработка (шкуры)"
δимāнӣҷ,мастер по выделке шкур
δинду̊н,зуб; зубы
δандон,зуб; зубы
δинду̊нак,"задвижка, засов (запор)"
δандонак,"задвижка, засов (запор)"
δинду̊н-wеδӣҷ,"зубной техник, дантист"
δандон-wеδӣҷ,"зубной техник, дантист"
δинду̊н-дāрδ,зубная боль
δандон-дāрδ,зубная боль
δинду̊н-зири,"скрип, окрекет зубов"
δинду̊н-зирӣ,"скрип, окрекет зубов"
δинду̊н-хорак,"воспаление десен, надкостницы"
δинду̊н-хор,"воспаление десен, надкостницы"
данду̊нхорак,"воспаление десен, надкостницы"
данду̊нхор,"воспаление десен, надкостницы"
δих,"название вредителя гороховых злаков, от которого листья становятся белыми и сухими"
δих̌т,горелые остатки (кушанья)
δӣд,"кизяк, сухой навоз (топливо)"
δӣд,навоз
δӣд-вор,корзина для навоза
δӣд-циму,корзина для навоза
δӣд-зиwêст,"вывоз навоза (со двора, из хлева)"
δӣд-ках̌,"тот, кто возит навоз"
δӣд-тāжӣҷ,"тот, кто возит навоз"
δӣд-тӣжд,"вынос, вывоз навоза (в поле)"
δӣд-чāɣ̌-чӣд,распределение удобрения (навоза) по полю
δӣд-чāw-чӣд,распределение удобрения (навоза) по полю
δӣдҷӣц,"склад, сарай (для хранения топлива); дровяник"
δӣҷӣц,"склад, сарай (для хранения топлива); дровяник"
δӣк,"почва, порода, содержащая соли; солончаки, солончаковая местность"
δӣк,"название насекомого, напоминающего клопа"
δӣр-зидеҷ,"житель Дерзуда, дерзудец"
δӣрих̌ен,"житель Дерушана, дерушанец"
δӣф,игольное ушко
δӣв,игольное ушко
δоδҷак,"данный, отданный, переданный, подлежащий передаче"
δорг,"палка, шест, жердь; бревно, балка, свая; дерево"
δоргак,палочка; жердочка
δорг-тêх̌ӣҷ,"плотник, столяр, деревообделочник"
δох̌ц,волосы (на теле человека)
δох̌ц,шерсть (козья и ячья)
δуд,"дым, чад"
δудадах,"дым, чад; испарения"
δум,"задняя, конечная, последняя часть (чего-л.)"
δум,хвост
δумак,хвостик
δумик,уменьш. к δум
δумцак,"отросток, кончик, хвостик; задняя часть (чего-л.)"
δумцак,"хвостик, черешок"
δу-рагā,метис
дурагā,метис
δуст,"передняя нога (животного), передняя лапа"
δуст,рука; руки
δуст-аwāн,махание рукой; взмах руки; размахивание руками
δустак,уменьш. к δуст
δуст-х̌ац,вода для мытья рук
δухêх̌ā,раздвоенная ветвь дерева; палка с раздвоенным концом; рогатина
δу̊виӡ,сбор
δу̊вӣҷ,"собиратель, сборщик, тот, кто собирает"
δу̊зиӡ,доение
δу̊ӡиӡ,доение
δу̊зӣҷ,доярка
δу̊ӡӣҷ,доярка
δу̊н,жареное зерно (чаще пшеница или ячмень для перемола их вместе с тутом)
δу̊нҷ,"плодовое семя, семечко; зернышко"
δу̊ғ,"пахтанье, сыворотка, остающаяся после сбивания масла"
δу̊ғак,остатки сливочного масла при растапливании
δу̊ғ-мӣзд,сбивание масла
δу̊ғ-мозӣҷ,"тот, кто обивает масло"
δу̊ғов,пахтанье с водой; пахтанье
δу̊ғ-хух̌пā,похлебка с пахтаньем
θêwнак,москит
θӣк-θӣк,заикание; косноязычие
θӣ́мов,"исчезание, улепетывание"
θӣр,зола; пепел
θӣрич,сурепка (Вarbarea vulgaris)
θӣр-шап,сосуд для золы из очага
θӣр-ҷу̊нак,"место для сброса золы, пепла"
θӣр-ҷу̊н,"место для сброса золы, пепла"
θӣр-ҷāнд,"место для сброса золы, пепла"
θоw,прижигание (как способ лечения); след на коже от прижигания
θод,печень
еамцā,черный чай
емцā,черный чай
еб,"вина, грех"
йеб,"вина, грех"
айб,"вина, грех"
еwро́пā,Европа
ā́wрӯпо,Европа
евро́па,Европа
е́-лā,"(формула обращения) о друг; э, дорогой, слушай, эй, ты"
е́-ло,"(формула обращения) о друг; э, дорогой, слушай, эй, ты"
елу̊н,объявление
āлу̊н,объявление
е́-род,"э, братец; ну, брат; эй, друг; о дорогой; слушай-ка"
е́-ро,"э, братец; ну, брат; эй, друг; о дорогой; слушай-ка"
е́-родāр,"э, братец; ну, брат; эй, друг; о дорогой; слушай-ка"
ечā,гнездо
ечā,"дом, гнездо"
йечā,гнездо
йечā,"дом, гнездо"
ечги,сыр с маслом (назв. кушанья на летовье)
жараст,"бурление, бульканье (о жидкости); треск, потрескивание"
жарраст,"бурление, бульканье (о жидкости); треск, потрескивание"
жа́р-жа́р,"треск, потрескивание; звон, лязг"
жāш,бодяк (Сirsium)
жāш,кузиния (Сousinia sp.)
жāш,"то же, что х̌итур-жāш и пап-жāш (см.)"
жāш,бородавка
жāшзор,заросли репейника
жебиӡ,"прядение, кручение (нитки)"
жебӣҷ,прядильщик; пряха
жебӣҷак,веретено для прядения козьей шерсти
жебӣҷак,ручка прялки
жибарбатӣн,"сильное кипение, кипение, кипение с бульканьем"
жибарбат,"сильное кипение, кипение, кипение с бульканьем"
жибутак,"подергивание, подрагивание, трепетание"
жибу́т-ат-жибу́т,"дерганье, судорога"
жибу́т-жибу́т,"дерганье, судорога"
жиwаласт,"блеск, сияние"
жиwалтаст,"блеск, сияние"
жиwалӯ,свист улара (употр. лишь в одной загадке)
жиwалу̊,свист улара (употр. лишь в одной загадке)
жигутак,"шевеление; трепетание, дрожание; подергивание"
жугутак,"шевеление; трепетание, дрожание; подергивание"
жидӣшк,кузнечик
жиду̊раст,испускание газов
жидараст,испускание газов
жилбуқ,детская игра в кремешки
жилбуқ-бози,игра в кремешки
жилғӯнд,"опухание лимфатических желез, лимфаденит"
жимêх,жмых; жмыхи
ҷимих̌,жмых; жмыхи
жиндам,"поле, участок под пшеницу"
жиндам,"пшеница (на корню), хлебный злак"
жиндам,"пшеница, пшеничное зерно"
жиндам-боҷ,вареная пшеница
жиндамеӡ,поле под пшеницу
жиндамин,пшеничный
жиндам-хêр,пшеницеед (назв. воробья)
жиндам-ӡоw,"жатва, уборка пшеницы"
жиниҷ,снег
жиниҷ-адах,снегопад
жиниҷ-рӣвд,"очистка снега, снегоочистительные работы"
жиниҷ-ру̊бӣҷ,"тот, кто очищает от снега; дворник"
жираɣ̌ӣҷ,"тот, кто кусает"
жираwӣҷ,"тот, кто кусает"
жӣв,закром
жӣв-бун,дно закрома
жӣв-δорг,жердь у краев закрома
жӣwҷах̌,любовь; симпатия
жӣwҷги,любовь; симпатия
жӣз,дрова; хворост; топливо
жӣз-вāрӣҷ,"тот, кто носит дрова, топливо; заготовщик дров"
жӣз-вор,"тот, кто носит дрова, топливо; заготовщик дров"
жӣз-вираɣ̌ӣҷ,"дровосек, лесоруб"
жӣз-вираwӣҷ,"дровосек, лесоруб"
жӣз-вирих̌т,колка дров
жӣздор,имеющий много дров; с дровами
жӣз-ках̌,перевозящий дрова
жӣз-тāжӣҷ,перевозящий дрова
жӣр,камень; скала
жӣрадах,бросание камнями
жӣр-бун,"под камень, под камнем; за камнем, у камня, за камень"
жӣр-бур,"камнерез, режущий камень"
жӣр-вираɣ̌ӣҷ,"камнерез, резчик по камню; камнетес"
жӣр-вираwӣҷ,"камнерез, резчик по камню; камнетес"
жӣр-wиδичак,каменка (назв. воробья)
жӣрδу̊х̌ц,"лишай, лишайник"
жӣрδу̊х̌ч,"лишай, лишайник"
жӣрδу̊вҷ,"лишай, лишайник"
жӣрмêск,"шток-роза голоцветковая (Аlthea nudiflora); мальва; алтей (Аlthea officinalis) (стебли употребляются для мытья волос, а также при замешивании глины)"
жӣрмêст,"шток-роза голоцветковая (Аlthea nudiflora); мальва; алтей (Аlthea officinalis) (стебли употребляются для мытья волос, а также при замешивании глины)"
жӣр-тӣжд,"доставка камня; перевозка, транспортировка камня"
жӣрфағ,беспрерывное бросание камней
жӣр-х̌ичандӣҷ,"режущий камень, камнерез"
жӣр-чукак,избиение камнями
жӣр-чукч,избиение камнями
жӣр-ҷукак,избиение камнями
жӣр-ҷукч,избиение камнями
жоw,"дура, дуреха, растяпа (о женщине)"
жоw,корова
жāw,"дура, дуреха, растяпа (о женщине)"
жāw,корова
жоwен,"дура, дуреха, растяпа (о женщине)"
жоwен,корова
жоwхел,"дура, дуреха, растяпа (о женщине)"
жоwхел,корова
жāwен,"дура, дуреха, растяпа (о женщине)"
жāwен,корова
жāwхел,"дура, дуреха, растяпа (о женщине)"
жāwхел,корова
жоwак,жук
жоw-бу̊ст,коровья шкура
жоw-δӣwд,доение коровы
жоw-δу̊зӣҷ,доярка
жоw-δу̊зӣӡ,доярка
жоw-δу̊зӣҷак,"подойник, сосуд для молока при доении коровы"
жозиӡ,беготня
жозиӡак,беготня
жозӣҷ,бегун
журнāл,журнал
журни,"имя героя народной поэзии, а также сама поэма"
журни,"округлость, овал"
жӯлик,жулик
жӯликгари,жульничество
жӯлики,жульничество
забар,победитель (в игре)
забой,забой
забор,забор
забу̊н,"язык (как предмет преподавания, обучения)"
забу̊н,"язык, речь; уста"
забу̊н-дарози,"чувство своей правоты, своего превосходства"
забу̊н-бодури,обольщение речами
забу̊ншинос,"языковед, лингвист"
забу̊ншиноси,языкознание
завмāг,завмаг
завмāги,должность завмага; работа завмага
заwлу̊нā,"кандалы, оковы"
заwқ,"имя собств. муж. или его компонент, напр. ш. 3у̊(w)қибек; б. Заwқибек"
заwқ,"удовольствие, наслаждение"
зу̊wқ,"имя собств. муж. или его компонент, напр. ш. 3у̊(w)қибек; б. Заwқибек"
зу̊wқ,"удовольствие, наслаждение"
зу̊қ,"имя собств. муж. или его компонент, напр. ш. 3у̊(w)қибек; б. Заwқибек"
зу̊қ,"удовольствие, наслаждение"
задā,ударение
зай,"стремнина, быстрое течение в реке"
зӣ,"стремнина, быстрое течение в реке"
зайӣфи,печаль
зайӣфи,слабость
закат,"потери, ущерб"
закāз,заказ
закāз-кинӣҷ,заказчик
закот,налог на движимое имущество
закӯм,"обычай; природа, характер"
закӯн,"обычай; природа, характер"
заку̊н,закон
залал,"вред; убыток, ущерб, урон"
зарар,"вред; убыток, ущерб, урон"
залал-кунӣҷ,"вредитель; тот, кто приносит ущерб"
залал-кинӣҷ,"вредитель; тот, кто приносит ущерб"
залалнок,"вредный, приносящий ущерб"
зарарнок,"вредный, приносящий ущерб"
залмак,"жена дяди (по отцу); тетя, тетка (по отцу)"
залӯл,и. с. м. Залӯл
зарӯр,и. с. м. Залӯл
залӯлийат,"надобность, необходимость, нужда"
зарӯрийат,"надобность, необходимость, нужда"
замӣндор,"землевладелец; тот, кто имеет землю"
замӣнкан,"приспособление для курения (во влажной земле делаются две ямки, соединенные небольшим подземным ходом, с одной стороны чашечка для табака, а с другой – деревянный мундштук)"
замӣнаки,"приспособление для курения (во влажной земле делаются две ямки, соединенные небольшим подземным ходом, с одной стороны чашечка для табака, а с другой – деревянный мундштук)"
замӣнҷумб,землетрясение
замӣнҷум,землетрясение
заму̊н,"время; период, эпоха"
заму̊н,"имя собств. муж. или его компонент, напр. шб. Заму̊н, ш. тж. Замӯн; шб. Заму̊ншо, Шозаму̊н, ш. тж. Замӯншо, Шозамӯн"
замӯн,"время; период, эпоха"
замӯн,"имя собств. муж. или его компонент, напр. шб. Заму̊н, ш. тж. Замӯн; шб. Заму̊ншо, Шозаму̊н, ш. тж. Замӯншо, Шозамӯн"
заму̊на-соз,"тот, кто приспосабливается к различным требованиям времени"
заму̊на-сози,приспособленчество
заму̊нā,"время, времена"
заму̊нā,"мир, свет; пространство"
заму̊нā,погода; климат
замӯнā,"время, времена"
замӯнā,"мир, свет; пространство"
замӯнā,погода; климат
зан,женщина
занака-боз,ловелас; бабник
занāт,тренировка; занятия по физкультуре; военная подготовка
зангалақ,"потребность, нужда (в чем-л.)"
зангал-ақоб,большой черный орел
занги,черный (о быке)
зангол,черный (о козе)
зангӯлā,"бубенчик, колокольчик, звонок"
занду̊н,"застенок, тюрьма; темница"
занду̊н,холодное помещение
зинду̊н,"застенок, тюрьма; темница"
зинду̊н,холодное помещение
занду̊н-ху̊нā,"темница; тюрьма, застенок"
зинду̊н-ху̊нā,"темница; тюрьма, застенок"
занозани,"побоище, драка"
зан-холак,жена дяди (по матери)
зан-холā,жена дяди (по матери)
занҷабӣл,имбирь
занҷӣр,"имя собств. муж. или его компонент, напр. Занҷӣр(бек)"
занҷӣр,цепь (тк. в тадж. заимств.)
зар,золото
зарб,"тяжесть, бремя; трудности"
зарб,умножение
зарбā,отпор
зарбā,удар
зарвах̌,мольба; упрашивание
зирвах̌,мольба; упрашивание
заргар,"ювелир, золотых дел мастер"
заргар-бачā,сын ювелира
заргари,мастерство ювелира
зарда-дāрδ,желчная болезнь; желтуха
зардак,морковь
зардак,название травы наподобие моркови
зардакеӡ,поле под морковь
зардā,желчь
зард-парwӣн,"болезнь Боткина, эпидемический гепатит"
зарδов,гной; сукровица
зар-зари,солнечные блики (на вершинах гор)
зари,солнечные блики (на вершинах гор)
зари-зибид,исчезновение солнечных бликов
зар-зари-зибид,исчезновение солнечных бликов
зарӣӡак,"зарицак (деревянное приспособление в виде куропатки, регулирующее поступление зерна к жерновам)"
зарофат,"беда, напасть, опасность"
зарофийат,"беда, напасть, опасность"
зар-пӯх̌,"одетый в платье, шитое золотом"
заррабӣн,микроскоп
зарабӣн,микроскоп
заррā,мельчайшая частица; крошка
зарā,мельчайшая частица; крошка
зарчӯвā,порошок из имбирного корня (лекарство)
зарғу̊л,барбарис
зилғу̊р,барбарис
зирғу̊л,барбарис
застāв,пограничная застава
затвор,затвор (ружья)
захӣрā,"запас, припасы"
захмак,медиатор
захми,рана
зашӣт,защита (напр. диссертации)
зашишāт,защита (напр. диссертации)
зашӣтник,"защитник, адвокат"
зақах̌,"волнение, тревога; уныние; тоска"
зақурбā,нытик
зиқурбā,нытик
зā,отёл; рождение (животных)
зāwод,завод
заwод,завод
зоwӯт,завод
зāwӯч,завуч
зāwуч,завуч
зāвуч,завуч
зāвӯч,завуч
зāwӯчи,должность завуча
зāwучи,должность завуча
зāвӯчи,должность завуча
зāвучи,должность завуча
зāг,"болото, топь, непросыхающее место"
зāгак-wох̌,любая болотная трава; осока (Carex ap.)
зāг-wох̌,любая болотная трава; осока (Carex ap.)
зāгдор,"обильный болотами, болотистый"
зāгдух,"болотный запах, запах сырости"
зāду̊н,матка
зā́йу̊м,облигация займа
зайӯм,облигация займа
зāкц,загс
зāл,зал
зāмч,"квасцы для крашения шерсти, ниток"
зāнг,звонок; колокольчик
зāнг,ржавчина
зāр,яд
зāрақā,сердце
зāрақā,терпение
зāрā,"смелость, храбрость, отвага"
зāр-морā,"крупная пестрая, полосатая бусина (в центре ожерелья)"
зāр-ханди,"злорадство, ехидство; ехидная усмешка"
зāф,сердитость
зāф,слабость; немощь
зāфар,и. с. м. Зāфар(шо)
зāфар,шафран
зāфару̊н,и. с. м. Зāфар(шо)
зāфару̊н,шафран
зāхм,"опухоль; гнойник, язва"
зеб,"внешний вид, внешность"
зеб,украшение
зебо,"имя собств. жен. или его компонент, напр. Зебо(гул), Зеб(о)силту̊н"
зен,"рассудок, разум, ум; сознание; память"
зер,"низ, нижняя часть (чаще в заимствованных сочетаниях); суть"
зераки,"находчивость, догадливость"
зерā,"зира, тмин (растение, семена которого используются в качестве пахучей приправы); буниум персидский (Вunium persicum), буниум Федченко"
зер-ғалбели,отсев зерна после просеивания через решето
зечā,роженица
зечги,кушанье для роженицы
зечги,"период, отрезок времени для роженицы (после родов – до одной недели)"
зêц-жоw,только что отелившаяся корова
зибаниӡ,"прыганье, прыжки"
зибаниӡак,прыжок
зибанӣҷ,прыгун
зибенӣҷ,"тот, кто заставляет прыгать, перескакивать"
зибêтӣҷ,"тот, кто снимает лепешки со стены очага"
зибӣнцак,ступенька в воде (на которую ступают при прыжке через речку)
зибо,"зад, задняя часть"
зибодак,место позади дома (за домом)
зибо-дāҷ,"в обратную сторону, назад"
зибо-йāҷ,"в обратную сторону, назад"
зибодӯх̌ак,вторичное доение молока (на летовье девочки сдаивают оставшееся после дойки молоко)
зибо-танā,задняя часть туши
зибо-сери,засоренное зерно на току
зибо-сер,засоренное зерно на току
зибо-сиӡ,"суконный халат, вышитый швом ""назад иглой"""
зибо-ҷох̌т,"деревянное приспособление для переноски на спине сена, снопов"
зив,язык
зив,"язык, речь"
зивадах,уговор
зивак,"клинышек, рейка, вставка; шип (деревянная деталь для соединения досок)"
зивак,"нарыв, гнойник"
зивак-ҷой,"отверстие для шипа, клина (в деревянных изделиях)"
зиванок,звонок
зив-бодур,оратор; краснобай
зив-бодури,ораторство; красноречие
зив-дарози,несдержанность в речах
зив-дарози,чувство своей правоты
зив-забу̊н,уговор
зивинаги,"обязанности, должность звеньевого"
зивинā,звено
зиwолā,круглый кусок теста
зиwор,"канал, снабжающий водой мельницу"
зиwор,"ответвление, головная часть арыка (при выводе его из реки или магистрального канала)"
зиwоргā,центр головной части арыка или реки
зидāриӡ,подметание; уборка
зидāрӣҷ,подметальщик; дворник
зиддӣйат,вражда
зидӣйат,вражда
зидӯɣ̌,"""зидуɣ̌"" (инструмент для выдалбливания деревянных изделий – ложек и др.)"
зидӯɣ̌,железная лопатка
зидуw,"""зидуɣ̌"" (инструмент для выдалбливания деревянных изделий – ложек и др.)"
зидуw,железная лопатка
зидуɣ̌,"""зидуɣ̌"" (инструмент для выдалбливания деревянных изделий – ложек и др.)"
зидуɣ̌,железная лопатка
зидӯɣ̌дор,"тот, кто имеет ""зидуɣ̌""; тот, у кого в руках ""зидуɣ̌"""
зидуɣ̌дор,"тот, кто имеет ""зидуɣ̌""; тот, у кого в руках ""зидуɣ̌"""
зидуwдор,"тот, кто имеет ""зидуɣ̌""; тот, у кого в руках ""зидуɣ̌"""
зиду̊н,"кладовая, кладовка; чулан (для продуктов, одежды и т.п.)"
зиδу̊н,"кладовая, кладовка; чулан (для продуктов, одежды и т.п.)"
зийорат,"визит, посещение"
зийорат,паломничество
зийорат-ҷой,место поклонения; святое место
зийоратго,место поклонения; святое место
зийофат,угощение; пиршество
зийофат-δāδӣҷ,"тот, кто устраивает угощение, пиршество, хлебосол"
зийофат-δêд,"устраивание угощения, пиршества"
зийофат-хӣд,"участие в угощениях, пиршествах"
зийу̊н,"ущерб, вред"
зийу̊нгор,вредитель
зийу̊нкор,вредитель
зийу̊нгори,вредительство
зийу̊нкори,вредительство
зи́кри,"благочестивые размышления, мистическое созерцание, упоминание бога"
зимару̊ғ,заразиха (Оrobanche sp.)
зимāδ,земля
зимāδ,поле
зимāр,солома хлебных злаков
зимисту̊н,зима
замисту̊н,зима
зимц,"участок земли, посевное поле"
зимцен,"участок земли, посевное поле"
зимцхел,"участок земли, посевное поле"
зинаɣ̌,"невестка, жена сына"
зинаw,"невестка, жена сына"
зинаɣ̌орҷ,"невестка, жена сына"
зинаɣ̌ен,"невестка, жена сына"
зинаwорҷ,"невестка, жена сына"
зинаwеӡ,"невестка, жена сына"
зинаɣ̌еӡ,"невеста сына, будущая невестка"
зинаwеӡ,"невеста сына, будущая невестка"
зинаwеҷ,"невеста сына, будущая невестка"
зингу̊н,подбородок; нижняя челюсть
зинда-буц,"молодец (букв. сын (дочь) смельчака, потомок удальца)"
зиндаги,"жизнь, существование"
зиндагу̊ни,"жизнь, существование, положение"
зинда-дил,и. с. м. Зиндадил
зинда-дили,"веселость, жизнерадостность"
зинда-қāбар,домосед; затворник
зинда-ҷидо,разлученный; далекий (от родных и близких)
зинда-ҷидоги,разлука; отлучка
зино,блуд
зиноц,мех; надутый кожаный мешок для плаванья
зинҷ,"темнота в глазах (от солнца, снега)"
зӣнҷ,"темнота в глазах (от солнца, снега)"
зинҷбу̊н,"то, что предохраняет глаза; защитные очки"
зӣнҷбу̊н,"то, что предохраняет глаза; защитные очки"
зирāв,горная речка
зирāвдор,изобилующий горными речками
зирзикāн,"волнение, душевное смятение; каприз"
зири,"скрип, скрежет (зубами)"
зирӣ,"скрип, скрежет (зубами)"
зирих̌т,"почин, начало"
зирич,ржавчина
зирйот,"ребенок, дитя; дети"
зирйотен,"ребенок, дитя; дети"
зирйотхел,"ребенок, дитя; дети"
зироат,земледелие
зироат,посев
зироҳат,земледелие
зироҳат,посев
зироаткор,земледелец
зироҳаткор,земледелец
зироаткори,"земледелие, полеводство"
зироҳаткори,"земледелие, полеводство"
зих̌ти,сердитость
зичи,"плотность, густота"
зиғер,лен
зиғор,воспаление пораженного места; нарыв; опухоль
зиғу̊м-ниwозиӡ,игра на музыкальных инструментах
зиқи,грусть; тоска; скука
зӣ,остатки тутовых ягод между жерновами (в результате жернова слипаются)
зӣл,тетива; струна
зӣмб,край; берег
зӣмбā,край; берег
зӣнбā,край; берег
замбā,край; берег
зӣн,седло; седельные принадлежности
зӣнā,лестница; ступенька
зӣнапойā,лестница; ступенька
зӣн-гирез,"скиталец; лодырь, отлынивающий от дела"
зӣн-ху̊нак,"углубление в стене дома, ниша для хранения седельных принадлежностей"
зӣн-ху̊наки,"углубление в стене дома, ниша для хранения седельных принадлежностей"
ӡӣн-ху̊нак,"углубление в стене дома, ниша для хранения седельных принадлежностей"
ӡӣ-ху̊нак,"углубление в стене дома, ниша для хранения седельных принадлежностей"
зӣрд-гāлак,одуванчик (Тaraxacum officinalis)
зӣрд-гāлак,сурепка (?) (Вarbarea vulgaris)
зӣр-гāлак,одуванчик (Тaraxacum officinalis)
зӣр-гāлак,сурепка (?) (Вarbarea vulgaris)
зӣрдд-гулак,название ряда растений с желтыми цветами; календула (Сalendula sp.); смолевка самаркандская (Silene sp.)
зӣрд-гулак,название ряда растений с желтыми цветами; календула (Сalendula sp.); смолевка самаркандская (Silene sp.)
зӣрдеӡ,желтизна
зӣрди,желтизна
зӣрди,желток
зӣрдоск,ханделия волосолистная (Нadillea trichphylla); тысячелистник волосистый (употр. как лекарство при болях в животе и спине)
зӣрдадос,ханделия волосолистная (Нadillea trichphylla); тысячелистник волосистый (употр. как лекарство при болях в животе и спине)
зӣрд-рӯған,топленое масло
зӣр-рӯған,топленое масло
зӣрд-ҷуɣ̌āк,назв. птицы из рода удода
зӣр-ҷуɣ̌āк,назв. птицы из рода удода
зӣрд-ҷуwāк,назв. птицы из рода удода
зӣр-ҷуwāк,назв. птицы из рода удода
зӣрд-ҷӯɣ̌,"с желтым пятном, со светлыми пятнами (о животных)"
зӣр-ҷӯɣ̌,"с желтым пятном, со светлыми пятнами (о животных)"
зӣрд-ҷуw,"с желтым пятном, со светлыми пятнами (о животных)"
зӣр-ҷуw,"с желтым пятном, со светлыми пятнами (о животных)"
зог,купорос
зойаги,"дефект, недостаток; упущение, ошибка"
зойаги,досада; жалость
зол,"глубокий старик, дряхлая старуха"
золим,"угнетатель, тиран, деспот"
золими,"жестокость; тирания, деспотизм; гнет"
зомӣн,"поручитель, тот, кто дает гарантию, тот, кто ручается"
зорги,мольба; просьба
зори,мольба; просьба
зорδ,сердце
зорδ,"сердце, душа"
зорδ,счет сердца (по старому народному календарю)
зот,"род, происхождение, порода; сорт"
зоғ,"гневный, яростный; злой"
зоғ,"жир, сало (перетопленное)"
зоғ,ворона
зоғак,"черный, черный-пречерный (о масти коровы)"
зоғну̊лак,"кирка, мотыга"
зоғну̊л,"кирка, мотыга"
зоғови,цапля
зулм,"гнет, иго, угнетение, притеснение"
зулми,"гнет, насилие"
зулф,"локон, кудри, прядь волос"
зулф,"цепь, цепочка (запор)"
зулфиқор,и.с. м. Зульфиқор
зулфиқор,название легендарного меча Али
зумрат,изумруд
зумрат,"имя собств. жен. или его компонент, напр. Зумрат, Зумратмо"
зиғу̊м,музыкальные инструменты
зуғу̊м-ниwозӣҷ,"тот, кто играет на музыкальном инструменте, музыкант"
зиғу̊м-ниwозӣҷ,"тот, кто играет на музыкальном инструменте, музыкант"
зуғу̊мчи,музыкант
зиғу̊мчи,музыкант
зӯди,уменьш. от и. с. м. Барзӯди
зӯр,"крепкий, твердый"
зӯр,"сильный, мощный"
зӯр,"трудно, тяжело"
зӯр,"трудный, тягостный, тяжелый"
зӯр-гӣри,"легкая тренировка; разминка, прикидка (при борьбе)"
зӯри,"насилие, принуждение"
зӯри,"сила; силы, возможности"
зӯри,тягость; обременительное дело
зӯроwари,проявление силы
зӯɣ̌,рукав
зуw,рукав
зӯɣ̌ен,рукав
заɣ̌ен,рукав
заwен,рукав
зуwен,рукав
зу̊н,колено
зу̊на,зона
зу̊н,зона
зу̊нтик,зонтик
зу̊ғ,"проклятие; заклятие, отлучение"
зу̊ғгāр,"тот, кто читает заклятие"
зу̊ғгар,"тот, кто читает заклятие"
иблӣс,"демон, сатана, бес, черт"
йиблӣс,"демон, сатана, бес, черт"
иблӣсгари,бесовство
йиблӣсгари,бесовство
иблӣси,бесовство
йиблӣси,бесовство
ибодат,поклонение; молитва
иболгат,грех (об уничтожении птиц)
уболгат,грех (об уничтожении птиц)
иболи,"угнетенность, подавленность; тягота"
уболи,"угнетенность, подавленность; тягота"
йиболи,"угнетенность, подавленность; тягота"
ибрат,"пример, образец; поучение, урок"
ибтидо,начало; начинание
йибтидо,начало; начинание
иwаз,"смена; обмен, замена"
йиwаз,"смена; обмен, замена"
иде́йа,идея
идиало́гийа,идеология
идора-них̌ӣн,сидящий в конторе; конторский работник
идорā,"контора, учреждение"
йидорā,"контора, учреждение"
иждивенц,иждивенец
иждивенц,иждивение
ижғол,"члены семьи, домочадцы"
ижғол,"взятие, завоевание"
изат,"уважение, почести, почтение"
иззатдори,"проявление почтения, уважения; забота"
иззо,"поношение, посрамление; стыд, срам, позор"
ийӯл,июль
ийӯн,июнь
икзā́мин,экзамен
екзā́мин,экзамен
икойат,рассказ
акойат,рассказ
йикойат,рассказ
илӣктирӣк,электрик
илӣктирӣк,"электричество, свет"
илектирӣк,электрик
илектирӣк,"электричество, свет"
иллабоз,хитрец
йиллабоз,хитрец
иллабози,"хитрость, лукавство"
йиллабози,"хитрость, лукавство"
иллагар,хитрец
илагар,хитрец
йиллагар,хитрец
йилагар,хитрец
иллагари,"хитрость, лукавство"
илагари,"хитрость, лукавство"
йиллагари,"хитрость, лукавство"
йилагари,"хитрость, лукавство"
иллā,хитрость
йиллā,хитрость
илм,наука
йилм,наука
илмдор,ученый; образованный (человек); знаток
йилмдор,ученый; образованный (человек); знаток
илмдӯст,поборник науки
йилмдӯст,поборник науки
илмдӯсти,любовь к науке
йилмдӯсти,любовь к науке
илоwā,"прибавление, добавление"
алоwā,"прибавление, добавление"
илоҷ,средство; выход (из трудного положения)
йилоҷ,средство; выход (из трудного положения)
илтимос,просьба
илтиҷо,"просьба, мольба"
илҳу̊м,вдохновение
илу̊м,вдохновение
йилҳу̊м,вдохновение
йилу̊м,вдохновение
имдод,"помощь, поддержка"
амдод,"помощь, поддержка"
имку̊нийат,возможность
инку̊нийат,возможность
амку̊нийат,возможность
имло,"орфография, правописание"
амло,"орфография, правописание"
иммат,благородство; щедрость
имат,благородство; щедрость
импирāлӣзм,империализм
импирāлӣст,империалист
имтиҳу̊н,"экзамен, испытание"
имтиу̊н,"экзамен, испытание"
интиҳу̊н,"экзамен, испытание"
интиу̊н,"экзамен, испытание"
имтиҳу̊н-зêзӣҷ,экзаменатор
имтиу̊н-зêзӣҷ,экзаменатор
