cyrillic,meaning
раɣ̌ӡентоw,лихорадить; трепать (о лихорадке)
лаɣ̌ӡентоw,трясти; заставлять дрожать; приводить в дрожь
раɣ̌ӡентоw,трясти; заставлять дрожать; приводить в дрожь
лаɣ̌ӡентоw,"заливаться соловьем, хорошо петь"
раɣ̌ӡентоw,"заливаться соловьем, хорошо петь"
лақтоw,"качаться, раскачиваться; болтаться"
лақентоw,"качать, двигать"
лāхцтоw,"хромать, прихрамывать"
лāқтоw,болтать; разглагольствовать
лāқтоw,"петь, чирикать"
луптоw,"тяжело шагать, топать, шлепать, шаркать"
луцтоw,"подаваться под нажимом, оставлять на себе вмятины"
луцтоw,быть вязким
луцтоw,"подрагивать, колебаться"
луқтоw,плескаться; булькать (о жидкости)
лу̊вдоw,"говорить, сказать, молвить; утверждать"
лувдоw,"говорить, сказать, молвить; утверждать"
лу̊вдоw,"рассказывать, повествовать; сообщать"
лувдоw,"рассказывать, повествовать; сообщать"
лу̊вдоw,просить; спрашивать
лувдоw,просить; спрашивать
лу̊вдоw,называть
лувдоw,называть
лу̊вдоw,упрекать; ругать; бранить
лувдоw,упрекать; ругать; бранить
лу̊вдоw,"предполагать, думать, считать"
лувдоw,"предполагать, думать, считать"
лу̊вдоw,"обещать, давать слово"
лувдоw,"обещать, давать слово"
лу̊вдоw,петь (песни)
лувдоw,петь (песни)
лу̊вдоw,"токовать; ворковать, чирикать, петь, кричать (о птицах)"
лувдоw,"токовать; ворковать, чирикать, петь, кричать (о птицах)"
лу̊вдоw,"вспомогательный глагол, входит в состав ряда сложных глаголов"
лувдоw,"вспомогательный глагол, входит в состав ряда сложных глаголов"
лу̊қтоw,"бурчать, урчать; свистеть"
лу̊қтоw,"ворковать, верещать (о куропатке-самце)"
мӣдоw,"умирать, кончаться; погибать; испускать дух, подыхать"
мӣдоw,"выбиваться из сил, обессиливать, уставать"
мӣдоw,"помалкивать, сидеть тихо, не шуметь, замирать"
мӣдоw,"влюбляться по уши, сохнуть по кому-л."
марɣ̌доw,мурлыкать; урчать; рычать; издавать визгливые звуки
марɣ̌доw,"ворчать, рычать"
мāwдоw,мяукать
мāwтоw,мяукать
мих̌тоw,мочиться
ментоw,оставаться
миздоw,"строить, создавать, сооружать"
мӣздоw,"строить, создавать, сооружать"
миздоw,"делать, выделывать, изготовлять"
мӣздоw,"делать, выделывать, изготовлять"
молтоw,"мазать, смазывать, намазывать"
молтоw,"натирать, тереть, растирать; массировать"
молтоw,"выделывать, обрабатывать (шкуру и т. п.)"
му̊ртоw,"медленно двигаться, еле ходить, ползти"
наwентоw,"вызывать плач, расстраивать, доводить до слез"
нарайсентоw,"расходовать, кончать (с чем-л.)"
нарфентоw,"выдергивать, вырывать, вытаскивать, отдирать"
нах̌фентоw,"выдергивать, вырывать, вытаскивать, отдирать"
них̌фентоw,"выдергивать, вырывать, вытаскивать, отдирать"
нарфӣдоw,выдернуться; вывихнуться
нах̌фӣдоw,выдернуться; вывихнуться
них̌фӣдоw,выдернуться; вывихнуться
наɣ̌ентоw,"вращать, крутить, вертеть"
наɣ̌ӡимтоw,"проводить (о времени, мероприятии)"
наɣ̌ӡимтоw,"проводить, вести; уводить"
наɣ̌ҷӣдоw,проходить; переходить (в разн. знач.); миновать
наɣ̌ҷӣдоw,"проходить, миновать (о времени)"
наɣ̌ҷӣдоw,"обходить, превосходить (в чем-л.)"
нӣwдоw,плакать; оплакивать
нāлғдоw,"плакаться, жаловаться (на отсутствие чего-л.)"
нāрғдоw,"плакаться, жаловаться (на отсутствие чего-л.)"
нêɣ̌доw,"вращать, крутить, вертеть; кружить"
нивиштоw,"писать, записывать, приписывать"
ниwêздоw,играть (на музыкальных инструментах)
нигу̊δдоw,"макать (хлеб в воду, в молоко, в масло)"
нигу̊лтоw,"макать (хлеб в воду, в молоко, в масло)"
нигу̊рδдоw,"макать (хлеб в воду, в молоко, в масло)"
ниδāвдоw,"прилипать, приклеиваться, приставать"
ниδӣвдоw,"прилипать, приклеиваться, приставать"
ниδāвдоw,"приставать, задираться; сцепиться в схватке, драке"
ниδӣвдоw,"приставать, задираться; сцепиться в схватке, драке"
ниδāвдоw,"начинать (что-л. делать), приступать к чему-л., приняться за что-л."
ниδӣвдоw,"начинать (что-л. делать), приступать к чему-л., приняться за что-л."
ниδембтоw,"лепить, прилеплять, приклеивать"
ниδемтоw,"лепить, прилеплять, приклеивать"
ниδембтоw,"стравлять, подбивать на драку"
ниδемтоw,"стравлять, подбивать на драку"
нӣстоw,"сидеть; садиться, усаживаться; быть сидящим, сидеть (*в формах перфектной серии*)"
нӣстоw,"ждать (сидя, стоя), поджидать (часто с предлогом *пи*)"
нӣстоw,"оставаться; пребывать, проживать, останавливаться (на постой)"
нӣстоw,"садиться, опускаться (с высоты), приземляться"
нӣстоw,"приминаться, уминаться"
нимêwдоw,подавать знаки; манить жестами
нимêwтоw,подавать знаки; манить жестами
нимêйдоw,подавать знаки; манить жестами
нимêδдоw,"квасить, готовить кислое молоко"
нимêстоw,"квасить, готовить кислое молоко"
нимêйдоw,виднеться; казаться
нимêйтоw,виднеться; казаться
нимêстоw,заквашиваться (о молоке)
нимойстоw,заквашиваться (о молоке)
нимостоw,заквашиваться (о молоке)
нихайстоw,"спадать, уменьшаться (об опухоли и т. п.)"
нихистоw,"спадать, уменьшаться (об опухоли и т. п.)"
нихайсентоw,"снять, свести на нет (об опухоли и т. п.)"
нихих̌тоw,"разрушаться, обваливаться"
рихих̌тоw,"разрушаться, обваливаться"
нихих̌тоw,спускаться; опускаться
рихих̌тоw,спускаться; опускаться
нихêх̌тоw,"разрушать, обваливать"
рихêх̌тоw,"разрушать, обваливать"
них̌êптоw,качать колыбель
них̌пӣдоw,"наступать, давить (ногой)"
них̌цирӣвдоw,щипать
ниғих̌тоw,"слушать, слышать"
ниɣ̌мêртоw,упрямиться; лениться
нолтоw,"стонать, стенать"
нолтоw,"жаловаться, ныть"
нêɣ̌доw,"бродить, ходить; прогуливаться"
нêɣ̌доw,"кружиться, вращаться"
нêɣ̌доw,"гулять, встречаться; дружить, водиться"
падаwентоw,"потягивать(ся), расправляться; встряхиваться"
падарах̌тоw,"схватываться, драться"
палойстоw,"работать, делать; заниматься чем-л., возиться с чем-л."
палойстоw,"ухаживать, возиться с кем-чем-л."
партоw,трепыхаться; отряхиваться; взмахивать крыльями
парих̌тоw,"скакать, вскакивать, прыгать; кидаться"
парвентоw,"мешать, перемешивать, помешивать (при кипении)"
пардивентоw,"мешать, перемешивать, помешивать (при кипении)"
парвентоw,"валить(ся), сваливать(ся); отваливать"
пардивентоw,"валить(ся), сваливать(ся); отваливать"
парвентоw,"расходовать (напрасно), тратить (не по назначению), транжирить, разбазаривать"
пардивентоw,"расходовать (напрасно), тратить (не по назначению), транжирить, разбазаривать"
парwих̌тоw,соскальзывать (с меха при плавании)
парwих̌тоw,"касаться, вмешиваться, интересоваться"
парwездоw,"сеять, просеивать"
парwеӡдоw,"сеять, просеивать"
парwêх̌тоw,"сваливать, сталкивать, стаскивать (с меха во время плавания)"
парwиδдоw,"забивать, заглушать (о сорняках)"
парwирдоw,"забивать, заглушать (о сорняках)"
парwиδдоw,"покрывать, окутывать, охватывать (напр., о копоти, пыли)"
парwирдоw,"покрывать, окутывать, охватывать (напр., о копоти, пыли)"
паргих̌тоw,"сверлить, долбить, дырявить; изготовлять что-либо долблением"
пиргих̌тоw,"сверлить, долбить, дырявить; изготовлять что-либо долблением"
паргих̌тоw,"ковырять (в зубах), прочищать (между зубами)"
пиргих̌тоw,"ковырять (в зубах), прочищать (между зубами)"
паргих̌тоw,"проникать, пронзать, сверлить"
пиргих̌тоw,"проникать, пронзать, сверлить"
парδêдоw,продавать; менять (*прям. и перен.*)
парδêwдоw,"гримасничать; дразнить, передразнивать"
парδêwдоw,подражать
парθенцтоw,натягивать шкуру на; обтягивать шкурой (напр. бубен)
пархарθтоw,болеть повторно (рецидив болезни)
пархих̌тоw,болеть повторно (рецидив болезни)
пирхих̌тоw,болеть повторно (рецидив болезни)
парциwāптоw,"забивать, глушить (о растениях); обвивать(ся), закручивать(ся)"
парчику̊хтоw,"упрекать, попрекать; ругать"
парғистоw,"бить, ударять"
парғистоw,"накрывать, покрывать"
парғистоw,"лопать, хлебать, жрать; дуть, лакать, напиваться"
парҷӣвдоw,"брать; отнимать, отбирать, забирать"
патêwдоw,"бросать, кидать (в разн. знач.)"
питêwдоw,"бросать, кидать (в разн. знач.)"
патêwдоw,"класть, помещать"
питêwдоw,"класть, помещать"
патêwдоw,оставлять; покидать; бросать
питêwдоw,оставлять; покидать; бросать
патêwдоw,ронять
питêwдоw,ронять
патêwдоw,"задавать, бросать корм"
питêwдоw,"задавать, бросать корм"
патêwдоw,"валить, взваливать"
питêwдоw,"валить, взваливать"
патêwдоw,"подбрасывать, подвозить, довозить"
питêwдоw,"подбрасывать, подвозить, довозить"
патêwдоw,"вычитывать, убавлять, сбрасывать"
питêwдоw,"вычитывать, убавлять, сбрасывать"
патêwдоw,"поручать, перепоручать; доверять кому-л."
питêwдоw,"поручать, перепоручать; доверять кому-л."
пахцентоw,заставлять болеть; повреждать здоровье
пачwарθтоw,"поворачиваться, перевертываться, вертеться (с боку на бок)"
пачwарθтоw,"шлепаться, бухаться"
пақтоw,щелкать (языком)
пāхцтоw,"переносить болезнь, болеть"
пāхцтоw,"переживать, мучиться"
пāғдоw,"болеть, переносить болезнь, терпеть боль"
пех̌цтоw,"спрашивать, расспрашивать; допрашивать"
пех̌цтоw,"просить согласия, спрашивать разрешения"
печу̊нтоw,обвиваться; обматывать; закручивать; окутывать
пêwдоw,"гноить, портить"
пêwтоw,"гноить, портить"
пêwдоw,"заставлять свертываться молоко, изготовлять творог"
пêwтоw,"заставлять свертываться молоко, изготовлять творог"
пêwдоw,ставить синяки; избивать
пêwтоw,ставить синяки; избивать
пидиêфтоw,"доставлять, доводить до места назначения"
пидиêфтоw,достигать; добираться
падрêздоw,"ставить; прислонять, класть (вертикально у чего-нибудь)"
пидрêздоw,"ставить; прислонять, класть (вертикально у чего-нибудь)"
пидру̊фтоw,"собирать, складывать (в кучу)"
пиδāвдоw,"липнуть, клеиться, прилипать"
пиδафцтоw,"липнуть, клеиться, прилипать"
пиδӣвдоw,"липнуть, клеиться, прилипать"
пиδāвдоw,"приставать (о заразе, болезни), заражаться"
пиδафцтоw,"приставать (о заразе, болезни), заражаться"
пиδӣвдоw,"приставать (о заразе, болезни), заражаться"
пиδāвдоw,"драться, сцепляться"
пиδафцтоw,"драться, сцепляться"
пиδӣвдоw,"драться, сцепляться"
пиδāвдоw,"начинать, приступать (чаще с кратким инфинитивом)"
пиδафцтоw,"начинать, приступать (чаще с кратким инфинитивом)"
пиδӣвдоw,"начинать, приступать (чаще с кратким инфинитивом)"
пиδидоw,"зажигать, сжигать, поджигать; разводить огонь"
пиδидоw,огорчать; причинять душевную боль
пиδидоw,"гореть, сгорать, обгорать"
пиδистоw,"гореть, сгорать, обгорать"
пиδидоw,"засыхать, гореть (о хлебах, травах)"
пиδистоw,"засыхать, гореть (о хлебах, травах)"
пиδидоw,"париться, изнывать от жары, изнемогать от жары"
пиδистоw,"париться, изнывать от жары, изнемогать от жары"
пиδидоw,"кипеть, гореть, спориться (о быстрой работе)"
пиδистоw,"кипеть, гореть, спориться (о быстрой работе)"
пиδидоw,"огорчаться, скорбеть, горевать, изводиться от горя"
пиδистоw,"огорчаться, скорбеть, горевать, изводиться от горя"
пидоw,портиться; гнить; тлеть
пидоw,свертываться (о молоке)
пидоw,чернеть; покрываться синяками
пинӣwдоw,"одевать, надевать"
пинӣwдоw,"обувать, обувать(ся); надевать (обувь)"
пирентоw,"кусать, рвать (зубами); грызть"
пирентоw,ранить; ушибать
пирентоw,"рвать, изнашивать (одежду, обувь)"
пирех̌тоw,"сыпать, посыпать, рассыпать"
пирӣθтоw,"рваться, разрываться"
пирӣстоw,"рваться, разрываться"
пирӣθтоw,"протекать; капать; просачиваться, прорываться (о воде)"
пирӣстоw,"протекать; капать; просачиваться, прорываться (о воде)"
пирӣθтоw,"проходить, прекращаться"
пирӣстоw,"проходить, прекращаться"
пармидоw,"вянуть, увядать; сохнуть"
пармирдоw,"вянуть, увядать; сохнуть"
пармиртоw,"вянуть, увядать; сохнуть"
пармӣдоw,"вянуть, увядать; сохнуть"
пирмирдоw,"вянуть, увядать; сохнуть"
пирмӣдоw,"вянуть, увядать; сохнуть"
пармидоw,терять силы; слабеть; становиться вялым
пармирдоw,терять силы; слабеть; становиться вялым
пармиртоw,терять силы; слабеть; становиться вялым
пармӣдоw,терять силы; слабеть; становиться вялым
пирмирдоw,терять силы; слабеть; становиться вялым
пирмӣдоw,терять силы; слабеть; становиться вялым
пирштоw,чихать
пêхтоw,испекаться; вариться
пистоw,испекаться; вариться
пêхтоw,кипеть
пистоw,кипеть
пêхтоw,"поспевать, зреть, созревать"
пистоw,"поспевать, зреть, созревать"
пêхтоw,"изнывать (от жары), париться"
пистоw,"изнывать (от жары), париться"
пêхтоw,"утихать, стихать, уменьшаться"
пистоw,"утихать, стихать, уменьшаться"
писêздоw,вставлять; вкладывать; встраивать; навешивать (дверь)
писêздоw,усаживать; укладывать; класть
писêздоw,усаживаться; сидеть
писидоw,быть предназначенным судьбой; суждено
питахцтоw,"дымить, коптить, чадить"
питихтоw,"дымить, коптить, чадить"
питахцтоw,"приставать, цепляться, дразнить"
питихтоw,"приставать, цепляться, дразнить"
пикидоw,"выдергивать; выкапывать; отделять, удалять"
питидоw,"выдергивать; выкапывать; отделять, удалять"
пих̌êwдоw,стричь шерсть (животных)
пих̌êwтоw,стричь шерсть (животных)
пих̌идоw,стричь шерсть (животных)
пицêртоw,"смешивать, помешивать (жидкую горячую пищу)"
пичиру̊хтоw,"упрекать; укорять, корить"
пишидоw,"утешаться; развлекаться, отвлекаться, заниматься чем-л."
пишêwдоw,"занимать чем-л., развлекать, отвлекать; утешать"
пишêwтоw,"занимать чем-л., развлекать, отвлекать; утешать"
пишидоw,"занимать чем-л., развлекать, отвлекать; утешать"
пишêwдоw,"развлекаться, утешаться; отвлекаться; заниматься посторонними делами"
пишêwтоw,"развлекаться, утешаться; отвлекаться; заниматься посторонними делами"
пишидоw,"развлекаться, утешаться; отвлекаться; заниматься посторонними делами"
пиҷентоw,"продевать, нанизывать"
пӣфтоw,"страдать, мучиться"
пêхтоw,"печь, варить, готовить (пищу)"
пêхтоw,кипятить (воду)
пêхтоw,"удовлетворяться, утолять желание, насыщаться, наслаждаться; стихать"
пêйдоw,пасти (скот)
пêйтоw,пасти (скот)
пултоw,"несильно гореть, теплиться"
пултоw,"поблескивать, блестеть, мерцать"
пултоw,слабо видеть (о глазах)
пархтоw,"прыскать, брызгать (набрав в рот воды)"
пурхтоw,"прыскать, брызгать (набрав в рот воды)"
пуфтоw,дуть
пухцтоw,баловаться; приставать; заигрывать
раздоw,"литься, сыпаться, осыпаться, опадать, высыпаться, выпадать"
рих̌тоw,"литься, сыпаться, осыпаться, опадать, высыпаться, выпадать"
разентоw,"заставлять падать, заставлять выпадать; осыпать; рассыпать, высыпать"
райсентоw,утомлять (ходьбой)
райсентоw,"лишать, отлучать; оставлять без чего-л."
рамбтоw,топать; тяжело ступать
рамтоw,топать; тяжело ступать
рафтоw,"трогать, касаться, задевать"
рифтоw,"трогать, касаться, задевать"
рӣфтоw,"трогать, касаться, задевать"
рахцентоw,"заставлять танцевать, плясать"
рахцентоw,"заставлять быть на ногах, вынуждать долго, много хлопотать"
рах̌āтоw,хватать (прям. и перен.)
рацтоw,"двигаться (со скрипом, со звуком)"
рӣвдоw,сосать матку (о детенышах животных)
рāхцтоw,"плясать, танцевать, кружиться (прям. и перен.)"
рӣɣ̌здоw,"дрожать, трястись"
рӣɣ̌ӡдоw,"дрожать, трястись"
реθтоw,"гладить, поглаживать (пальцами)"
рêвдоw,подпускать к матке (о детенышах животного)
рêздоw,"красить, подкрашивать, подводить (напр., ресницы)"
ру̊здоw,"красить, подкрашивать, подводить (напр., ресницы)"
рибӣдоw,"класть, ставить, помещать"
ривидоw,"отдавать молоко, доиться"
ривидоw,опускаться (о губах при плаче)
риwих̌тоw,"летать; улетать, взлетать"
риwêздоw,"заставлять летать; заставлять взлетать, поднимать в воздух; заставлять улетать, вспугивать (птиц)"
риwêйдоw,"истощаться, проголодаться; голодать, умирать от голода"
риwайсентоw,"доводить до истощения, морить голодом"
риwойсентоw,"доводить до истощения, морить голодом"
римêдоw,"велеть, приказывать; поручать; заставлять"
римêдоw,посылать
римêдоw,назначать; предлагать
ринêwдоw,"заставлять плакать, доводить до слез; дразнить; обижать"
ринêwтоw,"заставлять плакать, доводить до слез; дразнить; обижать"
ринӣх̌тоw,забывать
редоw,"оставаться, сохраняться (в разных знач.)"
редоw,"отставать, оставаться позади"
редоw,"утомляться, уставать"
редоw,"(с предлогом ас) лишаться чего-л., оставаться без чего-л.; быть не в состоянии что-л. сделать"
редоw,"(модифицирующий глагол в глагольных словосочетаниях с союзом ху, обозначает состояние и придает оттенок результативности)"
рих̌êwдоw,"рубить; резать; рвать (напр., ветви, овощи)"
рих̌êwтоw,"рубить; резать; рвать (напр., ветви, овощи)"
рих̌êwдоw,"класть, складывать"
рих̌êwтоw,"класть, складывать"
рацêθентоw,"заставлять убегать, принуждать к бегу; гнать; прогонять; погонять"
рацêθтоw,"заставлять убегать, принуждать к бегу; гнать; прогонять; погонять"
рицêθентоw,"заставлять убегать, принуждать к бегу; гнать; прогонять; погонять"
рицêθтоw,"заставлять убегать, принуждать к бегу; гнать; прогонять; погонять"
рицêθу̊нтоw,"заставлять убегать, принуждать к бегу; гнать; прогонять; погонять"
рацӣстоw,"бежать; убегать, сбегать"
рицӣстоw,"бежать; убегать, сбегать"
рау̊нтоw,вызывать расстройство желудка
руу̊нтоw,вызывать расстройство желудка
рӯфу̊нтоw,"хватать, захватывать, охватывать"
рӯфу̊нтоw,прихватывать; схватывать
рӣвдоw,"мести, сгребать (снег), очищать (от снега)"
ру̊нтоw,"бросаться, набрасываться"
сактоw,"вздрагивать; подскакивать (от испуга, неожиданности)"
сиктоw,"вздрагивать; подскакивать (от испуга, неожиданности)"
сиддоw,"идти, ехать, отправляться; доходить (до предела)"
сидоw,"идти, ехать, отправляться; доходить (до предела)"
ситоw,"идти, ехать, отправляться; доходить (до предела)"
ситтоw,"идти, ехать, отправляться; доходить (до предела)"
сиддоw,"становиться, делаться, превращаться"
сидоw,"становиться, делаться, превращаться"
ситоw,"становиться, делаться, превращаться"
ситтоw,"становиться, делаться, превращаться"
сиддоw,"быть, происходить, случаться"
сидоw,"быть, происходить, случаться"
ситоw,"быть, происходить, случаться"
ситтоw,"быть, происходить, случаться"
сиддоw,"появляться, возникать; рождаться"
сидоw,"появляться, возникать; рождаться"
ситоw,"появляться, возникать; рождаться"
ситтоw,"появляться, возникать; рождаться"
сиддоw,"водиться, встречаться; произрастать"
сидоw,"водиться, встречаться; произрастать"
ситоw,"водиться, встречаться; произрастать"
ситтоw,"водиться, встречаться; произрастать"
сиддоw,"получаться, выходить"
сидоw,"получаться, выходить"
ситоw,"получаться, выходить"
ситтоw,"получаться, выходить"
сиддоw,"наступать, исполняться; проходить"
сидоw,"наступать, исполняться; проходить"
ситоw,"наступать, исполняться; проходить"
ситтоw,"наступать, исполняться; проходить"
сиддоw,"быть, приходиться кем-л. кому-л."
сидоw,"быть, приходиться кем-л. кому-л."
ситоw,"быть, приходиться кем-л. кому-л."
ситтоw,"быть, приходиться кем-л. кому-л."
сиддоw,"(с предлогом тар) походить на кого-либо, удаваться в кого-либо"
сидоw,"(с предлогом тар) походить на кого-либо, удаваться в кого-либо"
ситоw,"(с предлогом тар) походить на кого-либо, удаваться в кого-либо"
ситтоw,"(с предлогом тар) походить на кого-либо, удаваться в кого-либо"
сиддоw,попадать
сидоw,попадать
ситоw,попадать
ситтоw,попадать
сиддоw,"деваться, пропадать"
сидоw,"деваться, пропадать"
ситоw,"деваться, пропадать"
ситтоw,"деваться, пропадать"
сиддоw,"вспомогательный глагол сложноименных глаголов с непереходным значением (противоп. кин: чӯд, δāδ:δод)"
сидоw,"вспомогательный глагол сложноименных глаголов с непереходным значением (противоп. кин: чӯд, δāδ:δод)"
ситоw,"вспомогательный глагол сложноименных глаголов с непереходным значением (противоп. кин: чӯд, δāδ:δод)"
ситтоw,"вспомогательный глагол сложноименных глаголов с непереходным значением (противоп. кин: чӯд, δāδ:δод)"
сиддоw,"вспомогательный глагол в начинательных конструкциях с кратким инфинитивом или именем глагольного значения (обычно в сочетании со служебными словами дар, дараw, чи, пай, даwу̊м)"
сидоw,"вспомогательный глагол в начинательных конструкциях с кратким инфинитивом или именем глагольного значения (обычно в сочетании со служебными словами дар, дараw, чи, пай, даwу̊м)"
ситоw,"вспомогательный глагол в начинательных конструкциях с кратким инфинитивом или именем глагольного значения (обычно в сочетании со служебными словами дар, дараw, чи, пай, даwу̊м)"
ситтоw,"вспомогательный глагол в начинательных конструкциях с кратким инфинитивом или именем глагольного значения (обычно в сочетании со служебными словами дар, дараw, чи, пай, даwу̊м)"
сиддоw,(редко) вспомогательный глагол в составе сложноименных глаголов с переходным значением
сидоw,(редко) вспомогательный глагол в составе сложноименных глаголов с переходным значением
ситоw,(редко) вспомогательный глагол в составе сложноименных глаголов с переходным значением
ситтоw,(редко) вспомогательный глагол в составе сложноименных глаголов с переходным значением
сиддоw,тк. в форме су́т-ат(ā) (подчинительный союз) если
сидоw,тк. в форме су́т-ат(ā) (подчинительный союз) если
ситоw,тк. в форме су́т-ат(ā) (подчинительный союз) если
ситтоw,тк. в форме су́т-ат(ā) (подчинительный союз) если
сентоw,поднимать
сêwдоw,"тереть, растирать, молоть (на зернотерке)"
сêwтоw,"тереть, растирать, молоть (на зернотерке)"
сêwдоw,"точить, заострять"
сêwтоw,"точить, заострять"
сêртоw,"следить, выслеживать; красться, подкрадываться, наблюдать"
сикихтоw,"спасаться; уцелевать, выживать, выздоравливать"
сику̊хтоw,"к *сикахц:сикихт*: спасать, избавлять"
сипӣфтоw,сосать
сипӣфтоw,"мучить, изматывать"
сипентоw,"сыпать, насыпать, пересыпать"
сипентоw,"наполнять, заполнять, набивать"
сипентоw,"черпать, наливать (напр. жидкость)"
сипêфтоw,"заставлять сосать, давать сосать"
сипортоw,"поручать, давать задание, задавать"
сипортоw,сдавать
сипортоw,вручать; давать; передавать
сирêwстоw,"отделяться, выделяться"
сиридоw,"отделяться, выделяться"
сирӣwстоw,"отделяться, выделяться"
сирêwстоw,сворачиваться (о молочных продуктах)
сиридоw,сворачиваться (о молочных продуктах)
сирӣwстоw,сворачиваться (о молочных продуктах)
сирêwстоw,"перестать сосать грудь, отказываться от груди"
сиридоw,"перестать сосать грудь, отказываться от груди"
сирӣwстоw,"перестать сосать грудь, отказываться от груди"
сирêwдоw,"отделять, отбирать, выбирать; разнимать"
сиридоw,"отделять, отбирать, выбирать; разнимать"
сирêwдоw,отнимать от груди
сиридоw,отнимать от груди
ситāвдоw,"жариться, поджариваться"
ситӣвдоw,"жариться, поджариваться"
ситāвдоw,"испытывать жажду, хотеть пить"
ситӣвдоw,"испытывать жажду, хотеть пить"
ситāвдоw,"горевать, огорчаться, убиваться"
ситӣвдоw,"горевать, огорчаться, убиваться"
ситêбтоw,"к *ситафц:ситӯвд*: поджаривать, пережаривать"
ситêптоw,"к *ситафц:ситӯвд*: поджаривать, пережаривать"
ситêбтоw,вызывать жажду
ситêптоw,вызывать жажду
ситêwдоw,"хвалить, восхвалять"
ситêwтоw,"хвалить, восхвалять"
сифӣдоw,подниматься
сифӣдоw,достигать какого-л. уровня
сифӣдоw,"преуспевать, расти (в должности)"
сифентоw,"поднимать (в разн. знач.), заставлять подниматься"
тангтоw,"звенеть, издавать звук металла"
тунгтоw,"звенеть, издавать звук металла"
тарду̊штоw,"вскармливать, выкармливать; растить, воспитывать"
тих̌тоw,драться
тарδентоw,"стравливать, натравливать"
тахцтоw,"дымить, чадить, коптить"
тихтоw,"дымить, чадить, коптить"
тахцтоw,"вонять, дурно пахнуть"
тихтоw,"вонять, дурно пахнуть"
тахцтоw,"трогать, задевать, касаться"
тихтоw,"трогать, задевать, касаться"
тақтоw,"стучать, постукивать"
тӣждоw,"тащить, тянуть, волочить, вытаскивать"
тӣждоw,"носить, таскать; возить"
тӣждоw,"снимать, стягивать"
тӣждоw,"обтягивать, обшивать, обивать"
тӣждоw,"всасывать, втягивать; впитывать"
тӣждоw,"чертить, линовать; рисовать"
тӣждоw,"вешать, взвешивать"
тӣждоw,курить
тӣждоw,выступает как вспомогательный глагол
тāнтоw,натягивать основу
тāнтоw,"вить, свивать, плести"
тāнтоw,"возиться, беспрерывно ходить, двигаться"
тāптоw,"совать, впихивать"
тāртоw,"убирать грязь, нечистоты"
тебтоw,"резать, рубить"
тептоw,"резать, рубить"
тӣвдоw,"резать, рубить"
теwдоw,"мешать, смешивать, размешивать; месить, замешивать"
теwтоw,"мешать, смешивать, размешивать; месить, замешивать"
теwдоw,"топтать(ся), месить ногами, вязнуть; топать, увязая"
теwтоw,"топтать(ся), месить ногами, вязнуть; топать, увязая"
тêптоw,"вить, сучить, свивать"
тêптоw,крутить; завинчивать; заводить
тêптоw,"искажать, извращать"
тêздоw,"цедить, процеживать"
тêздоw,"снимать, вынимать (из жидкости)"
тêх̌тоw,"тесать, строгать; точить; скоблить"
тêх̌тоw,брить; стричь
тӣдоw,"идти; ходить, ездить; отправляться, уезжать, улетать"
тӣдоw,"иметь течь, течь"
тӣдоw,"идти, течь, струиться (о потоке и т. п.)"
тӣдоw,"исходить, распространяться"
тӣдоw,ходить (о часах)
тӣдоw,идти (о времени)
тӣдоw,дуть (о ветре)
тидактоw,"силиться, тужиться; стараться"
тидиктоw,"силиться, тужиться; стараться"
тидактоw,тяжело дышать
тидиктоw,тяжело дышать
тидих̌тоw,"драть, кусать, отрубать; щипать"
тидих̌тоw,"ругать, бранить"
тигриздоw,"приводить к опуханию, раздувать, пучить"
тикриздоw,"приводить к опуханию, раздувать, пучить"
тилāптоw,просить; требовать
тилӣптоw,просить; требовать
тилāптоw,"просить руки, сватать"
тилӣптоw,"просить руки, сватать"
тилāптоw,искать
тилӣптоw,искать
тилӣмтоw,"делить, дробить, разбирать по частям"
тилӣмтоw,щипать; щекотать
тирангтоw,звенеть
тиру̊хтоw,"грохотать, тарахтеть"
тиру̊қтоw,"стукать, стучать"
тифêртоw,"ускорять темп, торопиться, набирать скорость; стремиться"
тифêртоw,"стараться, прикладывать усилия"
тифиртоw,продвигаться; набирать скорость
тиғдоw,ворчать; кричать
тӣптоw,"ушибаться; подворачиваться (*о ноге*), вывихиваться"
тӣптоw,вздрагивать; шевелиться
тӣғдоw,"гудеть, дудеть (напр., о машине)"
толу̊нтоw,"мучить; причинить хлопоты, утруждать"
толу̊нтоw,"встряхивать, брать за грудки́"
тосу̊нтоw,вызывать жажду; горячить
тулту̊нтоw,"тащить, волочить"
тулту̊нтоw,"мучить, пробирать, давать нагоняй"
тумбтоw,"звукоподражание грохотанью, грому"
тумтоw,"звукоподражание грохотанью, грому"
туптоw,"утаптывать, трамбовать; шлепать"
тартоw,"тарахтеть, трещать, шуметь"
туртоw,"тарахтеть, трещать, шуметь"
тартоw,испускать газы
туртоw,испускать газы
тартоw,"орать, кричать"
туртоw,"орать, кричать"
туфтоw,плевать (прям и перен.)
туцтоw,"топать, шлепать, топтаться"
туқтоw,"стучать, постукивать"
тӯɣ̌у̊нтоw,"приводить к болезни; мучить, изводить"
ту̊хтоw,"дымить; пускать дым, окуривать"
ту̊ɣ̌доw,болеть
ту̊қтоw,стучать(ся)
фаθтоw,ворчать; кричать
фалтоw,"смотреть пристально на кого-л.; глаз не сводить, смотреть во все глаза; пялить глаза"
