cyrillic,meaning
wарθāп,"болтать, говорить; фантазировать"
wарθāп,"искать, шарить, нащупывать (рукой)"
wақ,"петь, ворковать, верещать (о куропатке)"
wӣх̌,"плавать, купаться"
wӣрв,кипеть; вариться
wӣрв,"шевелиться; возиться; баловаться; бегать, носиться"
wāрêз,"ударять, бить, стучать"
wāрêз,"подстреливать, подбивать"
wӣф,ткать; вязать; плести; вить
wӣф,"выдумывать, плести небылицы, нести вздор"
wāш,"размахивать, махать руками (при ходьбе)"
wāш,"отделять солому, сор от зерна (при веянии)"
wāғ,"плакать навзры, реветь, рыдать"
wāғ,"кричать, орать; грубить"
wāғ,"выть, завывать (о ветре)"
wеδ,"класть, накладывать, укладывать; ставить"
wиδ,"класть, накладывать, укладывать; ставить"
wеδ,"стелить, расстилать; раскладывать"
wиδ,"стелить, расстилать; раскладывать"
wеδ,"вставлять, втыкать; вкладывать"
wиδ,"вставлять, втыкать; вкладывать"
wеδ,"помещать, устраивать, определять"
wиδ,"помещать, устраивать, определять"
wеδ,"организовывать, устраивать; налаживать, устанавливать"
wиδ,"организовывать, устраивать; налаживать, устанавливать"
wеδ,ставить отметку
wиδ,ставить отметку
wеδ,"вводить, вносить; загонять"
wиδ,"вводить, вносить; загонять"
wеδ,"давать, накладывать, подбрасывать (корм); кормить (животных, птиц)"
wиδ,"давать, накладывать, подбрасывать (корм); кормить (животных, птиц)"
wеδ,"снимать (одежду, обувь)"
wиδ,"снимать (одежду, обувь)"
wеδ,обвинять; сваливать вину на кого-л.
wиδ,обвинять; сваливать вину на кого-л.
wеδ,"засевать, сеять"
wиδ,"засевать, сеять"
wеδ,"готовить (пищу), варить; заваривать (чай)"
wиδ,"готовить (пищу), варить; заваривать (чай)"
wеδ,"хватать (до какого-л. срока, предела)"
wиδ,"хватать (до какого-л. срока, предела)"
wеδ,"доводить, приводить (в какое-л. состояние)"
wиδ,"доводить, приводить (в какое-л. состояние)"
wеδ,"стрелять; бросать, кидать (в кого-л.)"
wиδ,"стрелять; бросать, кидать (в кого-л.)"
wеδ,"упоминать; замечать, отмечать; делать пометку"
wиδ,"упоминать; замечать, отмечать; делать пометку"
wеδ,выступает во второй части сложноименных глаголов
wиδ,выступает во второй части сложноименных глаголов
wêб,"вращаться, кружиться (о крайнем быке при молотьбе)"
wêп,"вращаться, кружиться (о крайнем быке при молотьбе)"
wêз,"купать, мыть"
wêз,"переправлять, тащить по воде; грести"
wêз,"очищать, отделять зерно от мелких камней (при помощи воды); промывать зерно"
wêрв,кипятить
wêрв,"болтать, разглагольствовать"
wêғ,блеять; мычать
wиδӯй,"расщеплять; очищать, напр. горох, абрикос (ср. wарδу̊ȥ:wарδӯйд)"
wиδӯй,"теребить (напр. шерсть, ср. wих̌камб:wих̌кӯвд)"
wиδӯй,"терзать, раздирать"
wижӣв,возвращать; поворачивать
wижӣв,возвращаться; поворачивать назад
wиз,"помещаться, вмещаться, умещаться; пролезать, проходить; быть впору"
wиӡ,"помещаться, вмещаться, умещаться; пролезать, проходить; быть впору"
wизêw,"тушить, гасить"
wизêw,"тушить, гасить"
wизу,"тушить, гасить"
wзу̊н,знать
wизен,знать
wизу̊н,знать
wзу̊н,узнавать
wизен,узнавать
wизу̊н,узнавать
wзу̊н,понимать
wизен,понимать
wизу̊н,понимать
wзу̊н,"считать, принимать (за кого-, что-л.)"
wизен,"считать, принимать (за кого-, что-л.)"
wизу̊н,"считать, принимать (за кого-, что-л.)"
wзу̊н,"уважать, признавать, почитать"
wизен,"уважать, признавать, почитать"
wизу̊н,"уважать, признавать, почитать"
wзу̊н,"в формулах просьбы, мольбы, заклинания: сделать что-л."
wизен,"в формулах просьбы, мольбы, заклинания: сделать что-л."
wизу̊н,"в формулах просьбы, мольбы, заклинания: сделать что-л."
wилāмб,"класть, укладывать, накладывать; наваливать"
wилāм,"класть, укладывать, накладывать; наваливать"
wиремб,"заставлять стоять; ставить на отдых, привязывать (напр. лошадь)"
wирем,"заставлять стоять; ставить на отдых, привязывать (напр. лошадь)"
wиремб,"заставлять стоять в наказание, ставить в угол"
wирем,"заставлять стоять в наказание, ставить в угол"
wирех̌,распарывать; разрезать
wирех̌,"проникать, проходить, пробираться, продираться"
wирêз,"справляться, осиливать, хорошо делать что-л."
wирӯй,расплетаться; распарываться
wирӯй,"распарывать; расплетать, распускать (о сплетенном, связанном)"
wихой,"ударять, бить; колоть, мельчить"
wих̌у,"расчесывать, причесывать"
wих̌и,отпирать (ключом)
wих̌кӯв,"перебирать, разбирать, теребить (руками)"
wих̌кӯ,"перебирать, разбирать, теребить (руками)"
wих̌кӯв,"кромсать, рвать на части, на куски (при угрозе)"
wих̌кӯ,"кромсать, рвать на части, на куски (при угрозе)"
wиӡêр,"разбрасывать навоз, удобрять навозом"
wиӡи,"чистить, очищать; убирать; освобождать (от чего-л.)"
wиӡи,"сметать, стирать с лица земли, громить"
wиш,"мешать, размешивать, перемешивать; ворошить, переворачивать; ковырять"
wиш,"работать не спеша, помаленьку, ковыряться, возиться"
wиш,"хлопотать за кого-л., содействовать; заботиться"
wойāф,"стремиться, тянуться, бросаться"
wол,высиживать яйца
wол,"прорастать, приниматься, развиваться (о растении)"
wол,"двигаться, перемещаться"
wêх̌,"падать, валиться; рушиться"
wêх̌,проваливаться; терпеть неудачу
wêх̌,"лишаться (должности, чина и т. п.)"
wêх̌,"рваться, изнашиваться"
wêх̌,"оказываться, попадать"
wêх̌,"появляться, рождаться"
wêх̌,"мерзнуть, зябнуть, стыть, коченеть"
wуз,"копошиться, кишеть, шевелиться (о насекомых)"
wурз,"дрожать, ощущать озноб; судорожно сокращаться (о теле или какой-л. его части)"
wух,кашлять
wуц,"двигаться, идти потихоньку, шагать медленно; плестись, ковылять"
wуц,"качаться, колебаться; двигаться, шевелиться; дрожать, трястись"
wуц,работать не торопясь; трудиться понемногу
wуцен,"двигать, шевелить; качать, трясти"
wақсен,"вызывать тошноту, рвоту"
wуқсен,"вызывать тошноту, рвоту"
ақсен,"вызывать тошноту, рвоту"
wой,ныть; рыдать; плакать
wу̊й,ныть; рыдать; плакать
wой,ахать да охать; захваливать; сглазить
wу̊й,ахать да охать; захваливать; сглазить
wу̊ғ,"мычать, реветь (о быке, воле, верблюде)"
wу̊ғ,"реветь, орать; плакать в голос"
гарδен,"вращать, вертеть, кружить; поворачивать, переворачивать, сворачивать"
гарδен,"поворачивать, заворачивать, возвращать с пути"
гарδен,"превращать, изменять, видоизменять; обращать; преображать"
гарδен,переправлять
гарδен,"опрокидывать, переворачивать; просыпать, проливать"
гарδен,"возвращать, отдавать, платить"
гарδен,хлебать; уплетать
гāх̌,"вращаться, вертеться, кружиться; оборачиваться; поворачиваться; переворачиваться"
гāх̌,"превращаться; изменяться, видоизменяться; делаться, становиться"
гāх̌,"переходить; переправляться, преодолевать какую-л. преграду"
гāх̌,"опрокидываться, переворачиваться; просыпаться; проливаться"
галнêɣ̌,"крутить, вертеть, вращать, кружить"
гилнêɣ̌,"крутить, вертеть, вращать, кружить"
галнêɣ̌,"беспокоить, тревожить, заставлять хлопотать, возиться"
гилнêɣ̌,"беспокоить, тревожить, заставлять хлопотать, возиться"
гирз,"горько плакать, рыдать; стонать; страдать; горевать"
ҷирз,"горько плакать, рыдать; стонать; страдать; горевать"
гӣр,соглашаться; слушаться; терпеть (чаще при отрицании)
гумбу̊н,"укутывать, закрывать, покрывать, прикрывать"
гумбу̊н,"закрываться, покрываться, укрываться"
гимор,"уполномочивать, велеть"
гумор,"уполномочивать, велеть"
даwу̊н,"расти, разрастаться, прорастать, приниматься; пускать (корни, ростки), перерастать; покрываться, затягиваться (о ране, ссадине)"
дак,пересыхать (в горле); испытывать жажду
дарйêв,"целовать (в знак уважения); касаться, приникать губами (к священному предмету)"
дарйов,"целовать (в знак уважения); касаться, приникать губами (к священному предмету)"
дақен,ж. к дуқен:дуқент
дāм,"дуть, выдувать, раздувать (огонь кузнечным мехом)"
де,входить (в разн. знач.); вступать; поступать куда-л.
дê,"бить, колотить, ударять; толочь, разбивать, раскалывать"
дӣ,"бить, колотить, ударять; толочь, разбивать, раскалывать"
дê,"гнать, гонять, погонять; пускать"
дӣ,"гнать, гонять, погонять; пускать"
дê,"пускать воду, поливать"
дӣ,"пускать воду, поливать"
дê,"критиковать, пропесочивать; чернить"
дӣ,"критиковать, пропесочивать; чернить"
дê,"пить; хлебать; жрать, лопать и т.п."
дӣ,"пить; хлебать; жрать, лопать и т.п."
дивен,веять (зерно)
дивих̌,показывать; демонстрировать
дивих̌,проучить; наказывать
дивих̌,"показываться, быть, становиться видным; казаться"
даwен,"гнать, погонять; заставлять бежать, скакать"
диwен,"гнать, погонять; заставлять бежать, скакать"
дирамб,"биться, трепетать, стучать (о сердце)"
дирам,"биться, трепетать, стучать (о сердце)"
дирамб,"опасаться; чувствовать, казаться"
дирам,"опасаться; чувствовать, казаться"
думб,топать
дум,топать
данг,"перебирать струны, играть (на струнном инструменте)"
дунг,"перебирать струны, играть (на струнном инструменте)"
дунк,"перебирать струны, играть (на струнном инструменте)"
дуп,"бить, лупить, колотить"
дуқ,идти рысью (о лошади)
дуқен,"качать, шатать; трясти"
дуқен,"возить; таскать, волочить"
δик,"лизать, облизывать, вылизывать"
δик,"растрачивать, расходовать"
δо,давать; дарить; отдавать; предоставлять
δо,выдавать замуж
δо,"ударять, бить, стегать; вонзать, втыкать"
δо,бодать
δо,"разбивать, побеждать (в борьбе, в состязании); одолевать"
δо,"убивать, подстреливать (на охоте)"
δо,давить; жать
δо,"бросать, кидать; швырять"
δо,"касаться, трогать, задевать (прям. и перен.)"
δо,точить
δо,играть (на музыкальном инструменте)
δо,"помещать, класть (в разн. знач.)"
δо,"связывать, соединять; добавлять, прибавлять"
δо,"воздействовать, влиять, оказывать влияние, охватывать"
δо,передвигаться (в разн. знач.)
δо,делать; устраивать (в разн. знач.)
δо,ругать
δо,"тратить, расходовать"
δо,"лопать, лакать, дуть, пить; жрать"
δо,одеваться
δо,"бросаться; передвигаться, двигаться, добираться"
δо,"вспомогательный глагол, образует сложноименные глаголы активного значения"
δêк,"заставлять, принуждать лизать"
δêр,только как второй элемент в сложноименных глаголах с различным значением
δой,только как второй элемент в сложноименных глаголах с различным значением
δӯй,только как второй элемент в сложноименных глаголах с различным значением
δо,"падать, валиться, сваливаться"
δо,"падать, выпадать, идти (об осадках)"
δо,"попадать, оказываться"
δо,"ударяться, стукаться; наталкиваться, натыкаться"
δо,"случаться, происходить"
δо,вспомогательный глагол образует сложноименные глаголы среднего (непереходного) значения
δо,"в конструкциях с кратким инфинитивом других глаголов, реже с существительными в сочетании с послелогами ш. -ар, -ирд употребляется для выражения начинательности (со словами пай, дараw, дар, чи)"
δимо,"выделывать, обрабатывать (шкуру)"
δӯв,собирать; рвать
δӯв,"клевать, склевывать"
δӯй,доить
θӣп,"кушать, есть (сыпучее, напр. толокно, сахарный песок)"
θêw,"заставлять гореть, зажигать; жечь, сжигать"
θу,"заставлять гореть, зажигать; жечь, сжигать"
θêw,"огорчать, расстраивать; печалить, причинять душевную боль"
θу,"огорчать, расстраивать; печалить, причинять душевную боль"
жар,"трещать, потрескивать (о жарящемся мясе, сале и т. п.)"
жар,"звенеть, скрежетать, лязгать (о металле)"
жақ,"жать, выжимать; давить; сдавливать"
жақ,"притеснять, угнетать"
жӣв,"прясть, сучить (нитки)"
жиwал,"блестеть, сверкать, переливаться"
жидақ,"дрожать, трястись"
жидар,"портить воздух, испускать газы"
жиду̊р,"портить воздух, испускать газы"
жирух̌,"кусать, жалить"
жêх̌,бегать; бежать
жêх̌,"гулять, ходить (с кем-либо), ухаживать, бегать (за кем-л.)"
зарв,"умолять, молить; упрашивать"
зирв,"умолять, молить; упрашивать"
зарwāн,"вертеться, поворачиваться"
зарwāч,"вертеться, поворачиваться"
зарwӣн,"наматывать, свертывать, завертывать"
зақ,"беспокоиться, тревожиться, волноваться; грустить"
зақ,"кипеть, вариться, густеть (о густом пахтанье)"
зақен,"тревожить, волновать, беспокоить, обижать"
зох̌,"брать; взимать, взыскивать (в разн. знач.)"
зох̌,получать (в разн. знач.); принимать
зох̌,покупать
зох̌,снимать (напр. головной убор)
зох̌,"освобождать, снимать (с должности)"
зох̌,"фотографировать, снимать, делать снимок"
зох̌,"убирать, собирать (урожай)"
зох̌,"усваивать, выучивать"
зох̌,"начинать (делать что-л.), приступать, приниматься (за что-л.)"
зо,нестись; телиться; ягниться; жеребиться; котиться; рождать (чаще о животных; о женщине – неодобр.)
зибакц,"бросаться, кидаться; тянуться (чаще о ребенке)"
зибен,"заставлять, принуждать прыгать; помочь перескочить, перепрыгнуть"
зибен,переправлять (через реку)
зибен,"выгонять, отправлять (силой); выпроваживать"
зибен,"доканчивать, завершать, доделывать"
зибê,"отделять, снимать, отлеплять (лепешку от стены очага)"
зибêт,"отделять, снимать, отлеплять (лепешку от стены очага)"
зиwос,"вынимать, вытаскивать, извлекать, выносить"
зиwос,добывать
зиwос,"высвобождать, освобождать, избавлять"
зиwос,"выгонять, изгонять; исключать"
зиwос,"выпускать, издавать"
зиwос,"выявлять, определять; приходить к выводу"
зиwос,"доводить до конца, заканчивать"
зигарен,"гнать, прогонять"
зигêр,"гнать, прогонять, обращать в бегство"
зигарен,"гнать, прогонять, обращать в бегство"
зидух̌,"рвать, разрывать, ломать"
зидарδен,"рвать, разрывать, обрывать"
зидӯ,"подметать, выметать, выгребать, вычищать, вытирать"
зидӯ,"обчищать, обкрадывать"
зидêрδ,"рвать, разрывать; ломать"
зидух̌,"рвать, разрывать; ломать"
зийаwен,"давать высыхать, выгорать (о растениях)"
зийух̌,"вянуть, высыхать, засыхать, выгорать"
зийêw,"давать высыхать, выгорать (о растениях)"
зийу̊ɣ̌,"давать высыхать, выгорать (о растениях)"
зийух̌,"давать высыхать, выгорать (о растениях)"
зик,"наступать ногой; придавливать, давить ногой, топтать"
зилwêɣ̌ӡ,испытывать тошноту (в сочетании со словом зорδ)
ӡилwêɣ̌ӡ,испытывать тошноту (в сочетании со словом зорδ)
зи,"отнимать, отбирать, вырывать (из рук)"
зино,"мыть, обмывать"
зино,мыться
зино,стирать
зинêй,"скользить, соскальзывать"
зинӯй,"скользить, соскальзывать"
зирғāп,"искать, разыскивать (в темноте)"
зиғāп,"искать, разыскивать (в темноте)"
зирғāп,"болтать, говорить ерунду"
зиғāп,"болтать, говорить ерунду"
зӣ,"убивать, умерщвлять; губить, уничтожать"
зӣ,"бить, лупить, ударять"
зӣ,"мучить, тиранить, изматывать, переутомлять"
зӯр,"напрягаться, силиться, тужиться"
инӡу̊в,укладывать спать; убаюкивать
йӯ,молоть
йӯ,"размельчать, измельчать, толочь, дробить"
йо,"нести, носить"
йо,"уносить, сносить (водой, ветром)"
йо,"везти, возить, увозить, отвозить; вести, уводить, отводить"
йо,"помещать, совать; помещаться"
йо,"сжигать, травить, уничтожать, съедать"
йо,"(в конструкции с глаголом зêх̌тоw) уносить, уводить с собой, брать, забирать с собой"
калкитен,"крутить; волочить, тащить, заставлять возиться"
кар,"скрестись, царапаться; шуршать, шелестеть"
карх̌,"шуршать; скрипеть, хрустеть"
киф,"вязнуть, тонуть (напр., в снегу, грязи)"
киф,"вонзаться, втыкаться"
ких,путаться (о нитках)
кахцен,"путать, запутывать (о нитках)"
кух̌,"резать, убивать, закалывать животных; свежевать, разделывать тушу"
кух̌,"хорошо делать что-л., выполнять качественно какую-л. работу; отлично справляться с чем-л."
кāх̌,сост. часть глагола дар-кāх̌тоw
кêх,кашлять
кигух̌,ковырять (в зубах)
кигӣх̌,"усердно трудиться; стараться, силиться; тужиться; возиться"
кигӣх̌,"принуждать, заставлять возиться, трудиться; мучить"
кидêз,выливать; вливать (остаток чего-л.) — кауз. к кидойс:кидӯйд
кидêӡ,выливать; вливать (остаток чего-л.) — кауз. к кидойс:кидӯйд
кидӯй,выливать; вливать (остаток чего-л.) — кауз. к кидойс:кидӯйд
кидӯй,"вытекать, течь, освобождаться (от жидкости)"
килах,скрипеть; стучать
кир,"чирикать, ворковать (о маленькой куропаточке)"
кирус,"скоблить, выскабливать; скрести, очищать"
кирӯс,"скоблить, выскабливать; скрести, очищать"
кирус,"тереть, растирать, натирать; колоть"
кирӯс,"тереть, растирать, натирать; колоть"
кирêз,"выливать; опорожнять, освобождать (сосуд от жидкости)"
кирӣwс,"выливать; опорожнять, освобождать (сосуд от жидкости)"
кирêх̌,"тащить, волочить; двигать, передвигать"
кирӯй,вытекать
кирш,"шлепать, шаркать; ходить с шумом, громыхать"
китен,"таскать, тащить; волочить"
коwу̊н,ковырять
коwу̊н,"откапывать, отыскивать; узнавать, допытывать, докапываться"
коwу̊н,"расстраивать; мучить, досаждать; упрекать"
кур,скрестись
кирух̌,хлопотать
курух̌,хлопотать
курх̌,"шлепать, шаркать, ходить с шумом"
курш,хлопотать; хозяйничать
лах,"стучать; скрестись, греметь"
лаɣ̌ӡен,лихорадить; трепать (о лихорадке)
раɣ̌ӡен,лихорадить; трепать (о лихорадке)
лаɣ̌ӡен,трясти; заставлять дрожать; приводить в дрожь
раɣ̌ӡен,трясти; заставлять дрожать; приводить в дрожь
лаɣ̌ӡен,"заливаться соловьем, хорошо петь"
раɣ̌ӡен,"заливаться соловьем, хорошо петь"
лақ,"качаться, раскачиваться; болтаться"
лақен,"качать, двигать"
лāхц,"хромать, прихрамывать"
лāқ,болтать; разглагольствовать
лāқ,"петь, чирикать"
луп,"тяжело шагать, топать, шлепать, шаркать"
луц,"подаваться под нажимом, оставлять на себе вмятины"
луц,быть вязким
луц,"подрагивать, колебаться"
луқ,плескаться; булькать (о жидкости)
лǫ,"говорить, сказать, молвить; утверждать"
лу,"говорить, сказать, молвить; утверждать"
лу̊,"говорить, сказать, молвить; утверждать"
лу̊в,"говорить, сказать, молвить; утверждать"
лув,"говорить, сказать, молвить; утверждать"
лǫ,"рассказывать, повествовать; сообщать"
лу,"рассказывать, повествовать; сообщать"
лу̊,"рассказывать, повествовать; сообщать"
лу̊в,"рассказывать, повествовать; сообщать"
лув,"рассказывать, повествовать; сообщать"
лǫ,просить; спрашивать
лу,просить; спрашивать
лу̊,просить; спрашивать
лу̊в,просить; спрашивать
лув,просить; спрашивать
лǫ,называть
лу,называть
лу̊,называть
лу̊в,называть
лув,называть
лǫ,упрекать; ругать; бранить
лу,упрекать; ругать; бранить
лу̊,упрекать; ругать; бранить
лу̊в,упрекать; ругать; бранить
лув,упрекать; ругать; бранить
лǫ,"предполагать, думать, считать"
лу,"предполагать, думать, считать"
лу̊,"предполагать, думать, считать"
лу̊в,"предполагать, думать, считать"
лув,"предполагать, думать, считать"
лǫ,"обещать, давать слово"
лу,"обещать, давать слово"
лу̊,"обещать, давать слово"
лу̊в,"обещать, давать слово"
лув,"обещать, давать слово"
лǫ,петь (песни)
лу,петь (песни)
лу̊,петь (песни)
лу̊в,петь (песни)
лув,петь (песни)
лǫ,"токовать; ворковать, чирикать, петь, кричать (о птицах)"
лу,"токовать; ворковать, чирикать, петь, кричать (о птицах)"
лу̊,"токовать; ворковать, чирикать, петь, кричать (о птицах)"
лу̊в,"токовать; ворковать, чирикать, петь, кричать (о птицах)"
лув,"токовать; ворковать, чирикать, петь, кричать (о птицах)"
лǫ,"вспомогательный глагол, входит в состав ряда сложных глаголов"
лу,"вспомогательный глагол, входит в состав ряда сложных глаголов"
лу̊,"вспомогательный глагол, входит в состав ряда сложных глаголов"
лу̊в,"вспомогательный глагол, входит в состав ряда сложных глаголов"
лув,"вспомогательный глагол, входит в состав ряда сложных глаголов"
лу̊қ,"бурчать, урчать; свистеть"
лу̊қ,"ворковать, верещать (о куропатке-самце)"
мӯ,"умирать, кончаться; погибать; испускать дух, подыхать"
мӯ,"выбиваться из сил, обессиливать, уставать"
мӯ,"помалкивать, сидеть тихо, не шуметь, замирать"
мӯ,"влюбляться по уши, сохнуть по кому-л."
марɣ̌,мурлыкать; урчать; рычать; издавать визгливые звуки
марɣ̌,"ворчать, рычать"
мāw,мяукать
мих̌,мочиться
миз,"строить, создавать, сооружать"
мӣз,"строить, создавать, сооружать"
миз,"делать, выделывать, изготовлять"
мӣз,"делать, выделывать, изготовлять"
мол,"мазать, смазывать, намазывать"
мол,"натирать, тереть, растирать; массировать"
мол,"выделывать, обрабатывать (шкуру и т. п.)"
му̊р,"медленно двигаться, еле ходить, ползти"
наwен,"вызывать плач, расстраивать, доводить до слез"
нарайсен,"расходовать, кончать (с чем-л.)"
нарфен,"выдергивать, вырывать, вытаскивать, отдирать"
нах̌фен,"выдергивать, вырывать, вытаскивать, отдирать"
них̌фен,"выдергивать, вырывать, вытаскивать, отдирать"
наɣ̌ен,"вращать, крутить, вертеть"
наɣ̌ӡимб,"проводить (о времени, мероприятии)"
наɣ̌ӡим,"проводить (о времени, мероприятии)"
наɣ̌ӡимб,"проводить, вести; уводить"
наɣ̌ӡим,"проводить, вести; уводить"
наɣ̌ҷӣ,проходить; переходить (в разн. знач.); миновать
наɣ̌ҷӣ,"проходить, миновать (о времени)"
наɣ̌ҷӣ,"обходить, превосходить (в чем-л.)"
нӣw,плакать; оплакивать
нāлғ,"плакаться, жаловаться (на отсутствие чего-л.)"
нāрғ,"плакаться, жаловаться (на отсутствие чего-л.)"
нêɣ̌,"вращать, крутить, вертеть; кружить"
нивиш,"писать, записывать, приписывать"
ниwêз,играть (на музыкальных инструментах)
нигу̊δ,"макать (хлеб в воду, в молоко, в масло)"
нигу̊л,"макать (хлеб в воду, в молоко, в масло)"
нигу̊рδ,"макать (хлеб в воду, в молоко, в масло)"
ниδӯв,"прилипать, приклеиваться, приставать"
ниδӯв,"приставать, задираться; сцепиться в схватке, драке"
ниδӯв,"начинать (что-л. делать), приступать к чему-л., приняться за что-л."
ниδемб,"лепить, прилеплять, приклеивать"
ниδем,"лепить, прилеплять, приклеивать"
ниδемб,"стравлять, подбивать на драку"
ниδем,"стравлять, подбивать на драку"
нӯс,"сидеть; садиться, усаживаться; быть сидящим, сидеть (*в формах перфектной серии*)"
нӯс,"ждать (сидя, стоя), поджидать (часто с предлогом *пи*)"
нӯс,"оставаться; пребывать, проживать, останавливаться (на постой)"
нӯс,"садиться, опускаться (с высоты), приземляться"
нӯс,"приминаться, уминаться"
нимêw,подавать знаки; манить жестами
нимêw,подавать знаки; манить жестами
нимêй,подавать знаки; манить жестами
нимêδ,"квасить, готовить кислое молоко"
нимêй,виднеться; казаться
нимêй,виднеться; казаться
нимоθ,заквашиваться (о молоке)
нимойс,заквашиваться (о молоке)
нимос,заквашиваться (о молоке)
нихӯс,"спадать, уменьшаться (об опухоли и т. п.)"
нихайсен,"снять, свести на нет (об опухоли и т. п.)"
нихêх̌,"разрушать, обваливать"
нихух̌,"разрушать, обваливать"
рихêх̌,"разрушать, обваливать"
рихух̌,"разрушать, обваливать"
них̌êп,качать колыбель
них̌пӯ,"наступать, давить (ногой)"
них̌цирӯв,щипать
ниғух̌,"слушать, слышать"
ниɣ̌мêр,упрямиться; лениться
нол,"стонать, стенать"
нол,"жаловаться, ныть"
нêɣ̌,"бродить, ходить; прогуливаться"
нêɣ̌,"кружиться, вращаться"
нêɣ̌,"гулять, встречаться; дружить, водиться"
падаwен,"потягивать(ся), расправляться; встряхиваться"
падарах̌,"схватываться, драться"
палойс,"работать, делать; заниматься чем-л., возиться с чем-л."
палойс,"ухаживать, возиться с кем-чем-л."
пар,трепыхаться; отряхиваться; взмахивать крыльями
парух̌,"скакать, вскакивать, прыгать; кидаться"
парвен,"мешать, перемешивать, помешивать (при кипении)"
пардивен,"мешать, перемешивать, помешивать (при кипении)"
парвен,"валить(ся), сваливать(ся); отваливать"
пардивен,"валить(ся), сваливать(ся); отваливать"
парвен,"расходовать (напрасно), тратить (не по назначению), транжирить, разбазаривать"
пардивен,"расходовать (напрасно), тратить (не по назначению), транжирить, разбазаривать"
парwез,"сеять, просеивать"
парwеӡ,"сеять, просеивать"
парwêх̌,"сваливать, сталкивать, стаскивать (с меха во время плавания)"
парwиδ,"забивать, заглушать (о сорняках)"
парwир,"забивать, заглушать (о сорняках)"
парwир,"забивать, заглушать (о сорняках)"
парwиδ,"покрывать, окутывать, охватывать (напр., о копоти, пыли)"
парwир,"покрывать, окутывать, охватывать (напр., о копоти, пыли)"
парwир,"покрывать, окутывать, охватывать (напр., о копоти, пыли)"
паргух̌,"сверлить, долбить, дырявить; изготовлять что-либо долблением"
пиргух̌,"сверлить, долбить, дырявить; изготовлять что-либо долблением"
паргух̌,"ковырять (в зубах), прочищать (между зубами)"
пиргух̌,"ковырять (в зубах), прочищать (между зубами)"
паргух̌,"проникать, пронзать, сверлить"
пиргух̌,"проникать, пронзать, сверлить"
парδā,продавать; менять (*прям. и перен.*)
парδо,продавать; менять (*прям. и перен.*)
парδêw,"гримасничать; дразнить, передразнивать"
парδу,"гримасничать; дразнить, передразнивать"
парδêw,подражать
парδу,подражать
парθенц,натягивать шкуру на; обтягивать шкурой (напр. бубен)
пархух̌,болеть повторно (рецидив болезни)
пирхух̌,болеть повторно (рецидив болезни)
парциwāп,"забивать, глушить (о растениях); обвивать(ся), закручивать(ся)"
парчику̊х,"упрекать, попрекать; ругать"
парғус,"бить, ударять"
парғус,"накрывать, покрывать"
парғус,"лопать, хлебать, жрать; дуть, лакать, напиваться"
парҷӯв,"брать; отнимать, отбирать, забирать"
патêw,"бросать, кидать (в разн. знач.)"
питêw,"бросать, кидать (в разн. знач.)"
патêw,"класть, помещать"
питêw,"класть, помещать"
патêw,оставлять; покидать; бросать
питêw,оставлять; покидать; бросать
патêw,ронять
питêw,ронять
патêw,"задавать, бросать корм"
питêw,"задавать, бросать корм"
патêw,"валить, взваливать"
питêw,"валить, взваливать"
патêw,"подбрасывать, подвозить, довозить"
питêw,"подбрасывать, подвозить, довозить"
патêw,"вычитывать, убавлять, сбрасывать"
питêw,"вычитывать, убавлять, сбрасывать"
патêw,"поручать, перепоручать; доверять кому-л."
питêw,"поручать, перепоручать; доверять кому-л."
пахцен,заставлять болеть; повреждать здоровье
пачwарθ,"поворачиваться, перевертываться, вертеться (с боку на бок)"
пачwарθ,"шлепаться, бухаться"
пақ,щелкать (языком)
пāхц,"переносить болезнь, болеть"
пāхц,"переживать, мучиться"
пāғ,"болеть, переносить болезнь, терпеть боль"
пех̌ц,"спрашивать, расспрашивать; допрашивать"
пех̌ц,"просить согласия, спрашивать разрешения"
печу̊н,обвиваться; обматывать; закручивать; окутывать
пêw,"гноить, портить"
пêw,"гноить, портить"
пêw,"заставлять свертываться молоко, изготовлять творог"
пêw,"заставлять свертываться молоко, изготовлять творог"
пêw,ставить синяки; избивать
пêw,ставить синяки; избивать
пидйêф,"доставлять, доводить до места назначения"
пидйêф,достигать; добираться
падрê,"ставить; прислонять, класть (вертикально у чего-нибудь)"
падрêз,"ставить; прислонять, класть (вертикально у чего-нибудь)"
пидрêз,"ставить; прислонять, класть (вертикально у чего-нибудь)"
пидру̊ф,"собирать, складывать (в кучу)"
пиδӯв,"липнуть, клеиться, прилипать"
пиδӯв,"приставать (о заразе, болезни), заражаться"
пиδӯв,"драться, сцепляться"
пиδӯв,"начинать, приступать (чаще с кратким инфинитивом)"
пиδи,"зажигать, сжигать, поджигать; разводить огонь"
пиδи,огорчать; причинять душевную боль
пиδи,"гореть, сгорать, обгорать"
пиδи,"засыхать, гореть (о хлебах, травах)"
