cyrillic,meaning
йи-чāй,"некто, кто-нибудь, кто-либо"
йи-чӣзаθ,"(с отрицанием) ничто, ничего"
йи-чӣзаθ,"нечто, что-нибудь"
йи-чӣз,"(с отрицанием) ничто, ничего"
йи-чӣз,"нечто, что-нибудь"
йи-га,"другой, иной"
йич,"ничто, ничего, никакой (с последующ. отрицанием)"
йид,"этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
йигу̊н,(с отрицанием) никто
йигу̊н,"какой-нибудь, несколько, один-два"
йу,"тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
йā,"тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
йу,„он“ — обозначение женщиной своего мужа в разговоре с третьими лицами
ар,"каждый, всякий; еже-, каждо-"
ар-чāй,"всякий, каждый, кто бы ни..."
ар-чиду̊м,какой бы ни...
ар-чӣзин,"какой угодно, из чего бы то ни было (сделанный)"
ик-ду̊нд,такой
ик-ду̊н,такой
мāδ,"эти, они"
мев,"косв. к местоимению они, эти"
ми,"косв. к местоимению yam этот, эта"
мам,"косв. к местоимению yam этот, эта"
минд,дат. к местоимению
мирд,"принадл. к местоимению yam он, этот"
му,косв. к местоимению wuz я
мунд,мой
мурд,мне
мур,мне
тамард,"форма дательного падежа к ""вы"""
тунд,"принадл. к местоимению tu ""ты"""
турд,"дат. к местоимению tu ""ты"""
туик,ты
wам,"косвенная форма к местоимению yā она, та"
wузик,я
хурд,"дат. к местоимению xu сам, себя, свой"
хоθ,"дат. к местоимению xu сам, себя, свой"
хунд,"принадл. к местоимению к xu сам, себя, свой"
дирд,"дат. форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
дамард,"дат. форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
дирд,"дат. форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
дамард,"дат. форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
динд,"принадл. форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
даманд,"принадл. форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
динд,"принадл. форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
даманд,"принадл. форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
ди,"косвенная форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
дам,"косвенная форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
дев,"косвенная форма к местоимению yid этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
дāδ,"этот, тот, он; эта, та, она (указательн. местоимение для предметов среднего удаления)"
wам,"косвенная форма к местоимению yu тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
wи,"косвенная форма к местоимению yu тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
wинд,"принадл. форма к местоимению yu тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
wаманд,"принадл. форма к местоимению yu тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
wаманд,"принадл. форма к местоимению yu тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
wинд,"принадл. форма к местоимению yu тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
wев,"косвенная форма к местоимению yu тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
wамард,"дат. форма к местоимению yu тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
wирд,"дат. форма к местоимению yu тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
wāδ,"тот, он (указательн. местоимение для отдаленных или отсутствующих предметов)"
